route,hour,day_of_week,is_weekend,temperature,is_raining,nearby_event,prev_passenger_count,passenger_count,vehicle_capacity,data_source,route_avg_demand,is_peak_hour,utilisation,day_name
Route 8 - Beach/Leisure,9,4,0,9.6,0,0,25,16,100,SYNTHETIC,27.1,1,0.16,Friday
Route 6 - Industrial Park,15,4,0,15.3,0,0,25,31,100,SYNTHETIC,45.9,0,0.31,Friday
Route 4 - North Suburbs,7,3,0,20.0,1,0,13,52,100,SYNTHETIC,30.0,1,0.52,Thursday
Route 10 - West Ring,20,1,0,25.9,0,0,42,19,100,SYNTHETIC,26.9,0,0.19,Tuesday
Route 4 - North Suburbs,8,1,0,39.5,0,0,43,56,100,SYNTHETIC,30.0,1,0.56,Tuesday
Route 9 - East Corridor,8,1,0,25.6,0,0,77,56,100,SYNTHETIC,35.6,1,0.56,Tuesday
Route 4 - North Suburbs,18,4,0,11.9,0,0,48,65,100,SYNTHETIC,30.0,1,0.65,Friday
Route 1 - City Centre Express,7,5,1,19.2,0,0,11,56,100,SYNTHETIC,55.2,1,0.56,Saturday
Route 2 - Airport Link,20,6,1,21.4,0,0,42,25,100,SYNTHETIC,38.4,0,0.25,Sunday
Route 3 - University Shuttle,17,2,0,15.8,0,0,30,77,100,SYNTHETIC,37.7,1,0.77,Wednesday
Route 2 - Airport Link,7,0,0,23.8,0,1,18,96,100,SYNTHETIC,38.4,1,0.96,Monday
Route 2 - Airport Link,17,4,0,1.8,0,1,53,87,100,SYNTHETIC,38.4,1,0.87,Friday
Route 4 - North Suburbs,16,0,0,24.4,1,0,20,30,100,SYNTHETIC,30.0,0,0.3,Monday
Route 10 - West Ring,18,4,0,16.2,0,0,37,44,100,SYNTHETIC,26.9,1,0.44,Friday
Route 3 - University Shuttle,19,2,0,19.1,0,0,70,60,100,SYNTHETIC,37.7,1,0.6,Wednesday
Route 3 - University Shuttle,17,5,1,31.7,0,0,10,9,100,SYNTHETIC,37.7,1,0.09,Saturday
Route 10 - West Ring,16,4,0,9.9,0,0,22,22,100,SYNTHETIC,26.9,0,0.22,Friday
Route 3 - University Shuttle,11,5,1,22.2,0,0,0,7,100,SYNTHETIC,37.7,0,0.07,Saturday
Route 9 - East Corridor,17,2,0,26.4,0,0,31,64,100,SYNTHETIC,35.6,1,0.64,Wednesday
Route 7 - Hospital Line,21,5,1,21.4,0,0,12,14,100,SYNTHETIC,37.7,0,0.14,Saturday
Route 10 - West Ring,16,3,0,7.1,0,0,18,21,100,SYNTHETIC,26.9,0,0.21,Thursday
Route 6 - Industrial Park,17,4,0,30.8,0,0,32,93,100,SYNTHETIC,45.9,1,0.93,Friday
Route 6 - Industrial Park,13,2,0,18.3,0,0,35,32,100,SYNTHETIC,45.9,0,0.32,Wednesday
Route 3 - University Shuttle,18,3,0,15.8,1,0,87,67,100,SYNTHETIC,37.7,1,0.67,Thursday
Route 6 - Industrial Park,23,5,1,17.5,0,0,4,2,100,SYNTHETIC,45.9,0,0.02,Saturday
Route 7 - Hospital Line,8,2,0,16.9,1,1,90,132,100,SYNTHETIC,37.7,1,1.32,Wednesday
Route 10 - West Ring,8,0,0,10.5,0,0,41,48,100,SYNTHETIC,26.9,1,0.48,Monday
Route 1 - City Centre Express,15,2,0,21.3,0,0,26,25,100,SYNTHETIC,55.2,0,0.25,Wednesday
Route 2 - Airport Link,14,2,0,15.2,0,0,23,22,100,SYNTHETIC,38.4,0,0.22,Wednesday
Route 1 - City Centre Express,15,2,0,25.4,0,0,33,27,100,SYNTHETIC,55.2,0,0.27,Wednesday
Route 8 - Beach/Leisure,7,0,0,24.1,0,0,9,21,100,SYNTHETIC,27.1,1,0.21,Monday
Route 1 - City Centre Express,12,0,0,33.0,1,1,53,50,100,SYNTHETIC,55.2,0,0.5,Monday
Route 10 - West Ring,16,2,0,18.3,0,0,23,27,100,SYNTHETIC,26.9,0,0.27,Wednesday
Route 4 - North Suburbs,16,2,0,13.6,1,0,19,30,100,SYNTHETIC,30.0,0,0.3,Wednesday
Route 3 - University Shuttle,17,0,0,8.2,0,0,31,75,100,SYNTHETIC,37.7,1,0.75,Monday
Route 10 - West Ring,17,2,0,37.5,0,0,19,49,100,SYNTHETIC,26.9,1,0.49,Wednesday
Route 8 - Beach/Leisure,16,2,0,25.3,0,0,19,17,100,SYNTHETIC,27.1,0,0.17,Wednesday
Route 6 - Industrial Park,18,0,0,14.5,0,0,93,94,100,SYNTHETIC,45.9,1,0.94,Monday
Route 9 - East Corridor,16,1,0,33.5,1,0,27,37,100,SYNTHETIC,35.6,0,0.37,Tuesday
Route 8 - Beach/Leisure,15,1,0,30.8,0,0,11,16,100,SYNTHETIC,27.1,0,0.16,Tuesday
Route 7 - Hospital Line,16,1,0,9.2,1,0,33,35,100,SYNTHETIC,37.7,0,0.35,Tuesday
Route 4 - North Suburbs,7,5,1,14.0,0,0,11,22,100,SYNTHETIC,30.0,1,0.22,Saturday
Route 10 - West Ring,10,0,0,18.9,0,0,37,16,100,SYNTHETIC,26.9,0,0.16,Monday
Route 8 - Beach/Leisure,14,4,0,11.4,0,0,18,10,100,SYNTHETIC,27.1,0,0.1,Friday
Route 10 - West Ring,19,4,0,19.2,1,0,51,49,100,SYNTHETIC,26.9,1,0.49,Friday
Route 10 - West Ring,17,5,1,25.7,0,0,8,18,100,SYNTHETIC,26.9,1,0.18,Saturday
Route 6 - Industrial Park,7,3,0,9.0,0,0,17,89,100,SYNTHETIC,45.9,1,0.89,Thursday
Route 4 - North Suburbs,16,3,0,22.3,0,1,29,42,100,SYNTHETIC,30.0,0,0.42,Thursday
Route 10 - West Ring,9,5,1,29.3,0,1,42,21,100,SYNTHETIC,26.9,1,0.21,Saturday
Route 10 - West Ring,18,5,1,23.2,1,0,28,30,100,SYNTHETIC,26.9,1,0.3,Saturday
Route 2 - Airport Link,19,1,0,19.4,1,0,65,50,100,SYNTHETIC,38.4,1,0.5,Tuesday
Route 7 - Hospital Line,16,5,1,14.7,0,1,26,28,100,SYNTHETIC,37.7,0,0.28,Saturday
Route 7 - Hospital Line,16,3,0,26.6,1,0,30,35,100,SYNTHETIC,37.7,0,0.35,Thursday
Route 8 - Beach/Leisure,11,0,0,10.6,1,0,15,13,100,SYNTHETIC,27.1,0,0.13,Monday
Route 10 - West Ring,13,4,0,21.9,0,0,20,19,100,SYNTHETIC,26.9,0,0.19,Friday
Route 3 - University Shuttle,19,6,1,20.2,0,0,11,11,100,SYNTHETIC,37.7,1,0.11,Sunday
Route 10 - West Ring,17,0,0,29.0,1,0,29,45,100,SYNTHETIC,26.9,1,0.45,Monday
Route 7 - Hospital Line,14,0,0,15.3,1,0,28,21,100,SYNTHETIC,37.7,0,0.21,Monday
Route 1 - City Centre Express,11,6,1,16.0,0,0,26,22,100,SYNTHETIC,55.2,0,0.22,Sunday
Route 6 - Industrial Park,7,4,0,10.1,0,0,14,85,100,SYNTHETIC,45.9,1,0.85,Friday
Route 2 - Airport Link,8,1,0,23.5,0,0,55,64,100,SYNTHETIC,38.4,1,0.64,Tuesday
Route 10 - West Ring,8,5,1,16.6,0,0,22,24,100,SYNTHETIC,26.9,1,0.24,Saturday
Route 8 - Beach/Leisure,12,2,0,13.1,0,0,17,16,100,SYNTHETIC,27.1,0,0.16,Wednesday
Route 10 - West Ring,21,2,0,13.9,0,0,16,10,100,SYNTHETIC,26.9,0,0.1,Wednesday
Route 7 - Hospital Line,14,2,0,24.3,0,0,25,21,100,SYNTHETIC,37.7,0,0.21,Wednesday
Route 4 - North Suburbs,9,4,0,11.2,1,0,69,52,100,SYNTHETIC,30.0,1,0.52,Friday
Route 5 - South Connector,7,0,0,11.9,0,0,8,40,100,SYNTHETIC,24.6,1,0.4,Monday
Route 10 - West Ring,11,2,0,27.2,1,0,21,19,100,SYNTHETIC,26.9,0,0.19,Wednesday
Route 2 - Airport Link,18,2,0,18.7,0,0,56,49,100,SYNTHETIC,38.4,1,0.49,Wednesday
Route 9 - East Corridor,12,0,0,27.6,0,0,24,19,100,SYNTHETIC,35.6,0,0.19,Monday
Route 5 - South Connector,18,5,1,17.1,0,0,25,21,100,SYNTHETIC,24.6,1,0.21,Saturday
Route 6 - Industrial Park,18,0,0,20.0,1,0,96,105,100,SYNTHETIC,45.9,1,1.05,Monday
Route 7 - Hospital Line,7,6,1,21.3,0,1,9,61,100,SYNTHETIC,37.7,1,0.61,Sunday
Route 1 - City Centre Express,16,0,0,31.1,0,0,31,41,100,SYNTHETIC,55.2,0,0.41,Monday
Route 2 - Airport Link,21,2,0,30.4,1,0,26,20,100,SYNTHETIC,38.4,0,0.2,Wednesday
Route 2 - Airport Link,12,0,0,29.2,0,0,20,26,100,SYNTHETIC,38.4,0,0.26,Monday
Route 8 - Beach/Leisure,7,2,0,15.0,0,0,7,27,100,SYNTHETIC,27.1,1,0.27,Wednesday
Route 1 - City Centre Express,20,4,0,12.1,0,0,78,31,100,SYNTHETIC,55.2,0,0.31,Friday
Route 7 - Hospital Line,19,0,0,26.1,0,0,69,51,100,SYNTHETIC,37.7,1,0.51,Monday
Route 2 - Airport Link,14,3,0,31.0,0,0,23,22,100,SYNTHETIC,38.4,0,0.22,Thursday
Route 8 - Beach/Leisure,15,5,1,29.3,0,0,20,23,100,SYNTHETIC,27.1,0,0.23,Saturday
Route 10 - West Ring,9,3,0,20.1,0,0,57,43,100,SYNTHETIC,26.9,1,0.43,Thursday
Route 5 - South Connector,19,0,0,25.8,1,0,43,33,100,SYNTHETIC,24.6,1,0.33,Monday
Route 3 - University Shuttle,14,4,0,26.0,0,0,25,18,100,SYNTHETIC,37.7,0,0.18,Friday
Route 5 - South Connector,6,1,0,21.2,0,0,7,6,100,SYNTHETIC,24.6,0,0.06,Tuesday
Route 7 - Hospital Line,17,0,0,21.5,0,0,26,58,100,SYNTHETIC,37.7,1,0.58,Monday
Route 8 - Beach/Leisure,21,3,0,20.8,0,0,16,8,100,SYNTHETIC,27.1,0,0.08,Thursday
Route 7 - Hospital Line,19,1,0,13.7,1,0,75,48,100,SYNTHETIC,37.7,1,0.48,Tuesday
Route 6 - Industrial Park,10,0,0,14.5,1,0,73,29,100,SYNTHETIC,45.9,0,0.29,Monday
Route 7 - Hospital Line,7,5,1,14.4,0,1,17,68,100,SYNTHETIC,37.7,1,0.68,Saturday
Route 3 - University Shuttle,21,4,0,7.2,1,0,27,16,100,SYNTHETIC,37.7,0,0.16,Friday
Route 3 - University Shuttle,20,6,1,21.1,0,0,18,4,100,SYNTHETIC,37.7,0,0.04,Sunday
Route 10 - West Ring,15,3,0,19.7,0,0,19,20,100,SYNTHETIC,26.9,0,0.2,Thursday
Route 6 - Industrial Park,16,3,0,26.1,0,0,35,39,100,SYNTHETIC,45.9,0,0.39,Thursday
Route 9 - East Corridor,13,5,1,30.1,0,0,13,15,100,SYNTHETIC,35.6,0,0.15,Saturday
Route 7 - Hospital Line,12,0,0,30.6,0,1,32,41,100,SYNTHETIC,37.7,0,0.41,Monday
Route 5 - South Connector,7,2,0,31.3,0,0,7,37,100,SYNTHETIC,24.6,1,0.37,Wednesday
Route 6 - Industrial Park,7,5,1,13.9,0,0,5,9,100,SYNTHETIC,45.9,1,0.09,Saturday
Route 7 - Hospital Line,9,2,0,8.5,1,0,78,53,100,SYNTHETIC,37.7,1,0.53,Wednesday
Route 2 - Airport Link,19,6,1,27.4,0,0,50,38,100,SYNTHETIC,38.4,1,0.38,Sunday
Route 5 - South Connector,8,1,0,31.1,0,0,44,40,100,SYNTHETIC,24.6,1,0.4,Tuesday
Route 8 - Beach/Leisure,9,2,0,32.4,1,0,28,21,100,SYNTHETIC,27.1,1,0.21,Wednesday
Route 1 - City Centre Express,15,6,1,23.9,0,0,19,24,100,SYNTHETIC,55.2,0,0.24,Sunday
Route 1 - City Centre Express,9,1,0,4.0,0,0,103,74,100,SYNTHETIC,55.2,1,0.74,Tuesday
Route 2 - Airport Link,8,6,1,22.9,0,0,42,56,100,SYNTHETIC,38.4,1,0.56,Sunday
Route 6 - Industrial Park,15,0,0,24.4,0,0,27,27,100,SYNTHETIC,45.9,0,0.27,Monday
Route 3 - University Shuttle,11,1,0,30.0,0,0,29,28,100,SYNTHETIC,37.7,0,0.28,Tuesday
Route 5 - South Connector,16,4,0,31.4,1,0,16,24,100,SYNTHETIC,24.6,0,0.24,Friday
Route 2 - Airport Link,20,4,0,27.3,0,0,49,26,100,SYNTHETIC,38.4,0,0.26,Friday
Route 3 - University Shuttle,8,6,1,15.3,1,0,13,21,100,SYNTHETIC,37.7,1,0.21,Sunday
Route 1 - City Centre Express,20,6,1,11.8,0,0,42,18,100,SYNTHETIC,55.2,0,0.18,Sunday
Route 9 - East Corridor,20,4,0,24.3,1,0,48,23,100,SYNTHETIC,35.6,0,0.23,Friday
Route 5 - South Connector,19,4,0,13.7,0,0,45,31,100,SYNTHETIC,24.6,1,0.31,Friday
Route 2 - Airport Link,16,2,0,31.8,0,0,24,31,100,SYNTHETIC,38.4,0,0.31,Wednesday
Route 6 - Industrial Park,16,5,1,6.4,0,0,8,2,100,SYNTHETIC,45.9,0,0.02,Saturday
Route 10 - West Ring,16,4,0,24.5,1,0,19,22,100,SYNTHETIC,26.9,0,0.22,Friday
Route 9 - East Corridor,17,0,0,22.6,1,0,32,74,100,SYNTHETIC,35.6,1,0.74,Monday
Route 9 - East Corridor,5,5,1,18.3,0,0,2,4,100,SYNTHETIC,35.6,0,0.04,Saturday
Route 5 - South Connector,21,2,0,12.6,0,0,13,9,100,SYNTHETIC,24.6,0,0.09,Wednesday
Route 4 - North Suburbs,16,3,0,3.5,0,0,20,27,100,SYNTHETIC,30.0,0,0.27,Thursday
Route 4 - North Suburbs,18,3,0,15.7,0,0,54,57,100,SYNTHETIC,30.0,1,0.57,Thursday
Route 4 - North Suburbs,12,5,1,15.9,0,0,14,10,100,SYNTHETIC,30.0,0,0.1,Saturday
Route 10 - West Ring,4,1,0,28.9,0,0,0,0,100,SYNTHETIC,26.9,0,0.0,Tuesday
Route 2 - Airport Link,14,2,0,13.7,0,1,36,37,100,SYNTHETIC,38.4,0,0.37,Wednesday
Route 9 - East Corridor,14,0,0,23.6,1,0,27,28,100,SYNTHETIC,35.6,0,0.28,Monday
Route 10 - West Ring,13,2,0,9.7,0,1,34,28,100,SYNTHETIC,26.9,0,0.28,Wednesday
Route 9 - East Corridor,11,0,0,23.8,1,0,21,28,100,SYNTHETIC,35.6,0,0.28,Monday
Route 7 - Hospital Line,9,4,0,2.1,0,0,55,43,100,SYNTHETIC,37.7,1,0.43,Friday
Route 9 - East Corridor,14,6,1,36.8,1,0,11,14,100,SYNTHETIC,35.6,0,0.14,Sunday
Route 1 - City Centre Express,12,3,0,18.9,0,0,29,35,100,SYNTHETIC,55.2,0,0.35,Thursday
Route 9 - East Corridor,21,6,1,-2.4,0,0,12,0,100,SYNTHETIC,35.6,0,0.0,Sunday
Route 6 - Industrial Park,8,6,1,14.3,0,0,9,12,100,SYNTHETIC,45.9,1,0.12,Sunday
Route 10 - West Ring,11,0,0,13.0,0,0,20,19,100,SYNTHETIC,26.9,0,0.19,Monday
Route 1 - City Centre Express,10,3,0,14.8,0,0,73,33,100,SYNTHETIC,55.2,0,0.33,Thursday
Route 10 - West Ring,15,3,0,17.1,1,0,22,20,100,SYNTHETIC,26.9,0,0.2,Thursday
Route 6 - Industrial Park,14,2,0,14.7,0,0,22,27,100,SYNTHETIC,45.9,0,0.27,Wednesday
Route 2 - Airport Link,16,5,1,13.5,1,1,32,46,100,SYNTHETIC,38.4,0,0.46,Saturday
Route 6 - Industrial Park,21,2,0,10.7,0,0,33,24,100,SYNTHETIC,45.9,0,0.24,Wednesday
Route 1 - City Centre Express,10,0,0,26.6,0,0,67,34,100,SYNTHETIC,55.2,0,0.34,Monday
Route 1 - City Centre Express,17,3,0,29.6,1,0,38,94,100,SYNTHETIC,55.2,1,0.94,Thursday
Route 6 - Industrial Park,6,1,0,18.0,0,0,3,10,100,SYNTHETIC,45.9,0,0.1,Tuesday
Route 9 - East Corridor,9,2,0,19.9,0,0,70,39,100,SYNTHETIC,35.6,1,0.39,Wednesday
Route 2 - Airport Link,13,3,0,11.0,0,0,28,28,100,SYNTHETIC,38.4,0,0.28,Thursday
Route 3 - University Shuttle,6,5,1,20.6,0,0,2,3,100,SYNTHETIC,37.7,0,0.03,Saturday
Route 4 - North Suburbs,16,1,0,21.8,1,0,24,27,100,SYNTHETIC,30.0,0,0.27,Tuesday
Route 6 - Industrial Park,17,2,0,18.2,1,0,42,101,100,SYNTHETIC,45.9,1,1.01,Wednesday
Route 1 - City Centre Express,18,0,0,23.2,0,0,106,87,100,SYNTHETIC,55.2,1,0.87,Monday
Route 7 - Hospital Line,14,2,0,22.5,0,0,25,25,100,SYNTHETIC,37.7,0,0.25,Wednesday
Route 5 - South Connector,16,4,0,11.6,0,0,17,21,100,SYNTHETIC,24.6,0,0.21,Friday
Route 10 - West Ring,12,4,0,29.5,0,0,21,17,100,SYNTHETIC,26.9,0,0.17,Friday
Route 4 - North Suburbs,6,2,0,18.3,0,0,4,9,100,SYNTHETIC,30.0,0,0.09,Wednesday
Route 5 - South Connector,7,0,0,33.4,1,0,7,39,100,SYNTHETIC,24.6,1,0.39,Monday
Route 1 - City Centre Express,17,4,0,23.4,0,0,41,97,100,SYNTHETIC,55.2,1,0.97,Friday
Route 10 - West Ring,23,4,0,35.8,0,1,11,8,100,SYNTHETIC,26.9,0,0.08,Friday
Route 9 - East Corridor,5,0,0,29.4,0,0,0,6,100,SYNTHETIC,35.6,0,0.06,Monday
Route 4 - North Suburbs,15,3,0,21.8,1,0,20,24,100,SYNTHETIC,30.0,0,0.24,Thursday
Route 5 - South Connector,18,0,0,14.2,0,0,34,40,100,SYNTHETIC,24.6,1,0.4,Monday
Route 9 - East Corridor,19,3,0,14.4,0,0,45,48,100,SYNTHETIC,35.6,1,0.48,Thursday
Route 3 - University Shuttle,15,4,0,24.3,0,1,32,29,100,SYNTHETIC,37.7,0,0.29,Friday
Route 3 - University Shuttle,16,5,1,21.1,0,0,5,6,100,SYNTHETIC,37.7,0,0.06,Saturday
Route 3 - University Shuttle,17,4,0,15.3,0,0,26,68,100,SYNTHETIC,37.7,1,0.68,Friday
Route 8 - Beach/Leisure,19,5,1,26.7,0,0,76,60,100,SYNTHETIC,27.1,1,0.6,Saturday
Route 3 - University Shuttle,8,1,0,20.3,0,0,67,86,100,SYNTHETIC,37.7,1,0.86,Tuesday
Route 1 - City Centre Express,20,5,1,26.7,0,0,51,22,100,SYNTHETIC,55.2,0,0.22,Saturday
Route 2 - Airport Link,6,2,0,12.2,0,0,5,12,100,SYNTHETIC,38.4,0,0.12,Wednesday
Route 10 - West Ring,19,2,0,28.0,0,1,86,53,100,SYNTHETIC,26.9,1,0.53,Wednesday
Route 9 - East Corridor,7,5,1,24.0,0,0,7,31,100,SYNTHETIC,35.6,1,0.31,Saturday
Route 10 - West Ring,8,2,0,29.6,0,0,36,51,100,SYNTHETIC,26.9,1,0.51,Wednesday
Route 3 - University Shuttle,0,0,0,27.8,0,0,5,3,100,SYNTHETIC,37.7,0,0.03,Monday
Route 5 - South Connector,13,5,1,19.3,0,0,16,10,100,SYNTHETIC,24.6,0,0.1,Saturday
Route 5 - South Connector,11,4,0,18.7,0,0,11,20,100,SYNTHETIC,24.6,0,0.2,Friday
Route 6 - Industrial Park,8,4,0,34.3,0,0,87,103,100,SYNTHETIC,45.9,1,1.03,Friday
Route 1 - City Centre Express,13,1,0,17.7,0,0,38,25,100,SYNTHETIC,55.2,0,0.25,Tuesday
Route 6 - Industrial Park,12,4,0,26.0,0,0,29,31,100,SYNTHETIC,45.9,0,0.31,Friday
Route 1 - City Centre Express,18,1,0,16.9,1,0,77,118,100,SYNTHETIC,55.2,1,1.18,Tuesday
Route 3 - University Shuttle,20,3,0,5.1,0,0,59,20,100,SYNTHETIC,37.7,0,0.2,Thursday
Route 3 - University Shuttle,17,3,0,10.2,0,0,27,61,100,SYNTHETIC,37.7,1,0.61,Thursday
Route 7 - Hospital Line,8,5,1,23.2,1,0,51,51,100,SYNTHETIC,37.7,1,0.51,Saturday
Route 9 - East Corridor,10,6,1,25.6,0,0,23,12,100,SYNTHETIC,35.6,0,0.12,Sunday
Route 7 - Hospital Line,20,1,0,23.3,0,0,48,24,100,SYNTHETIC,37.7,0,0.24,Tuesday
Route 5 - South Connector,7,0,0,29.2,0,0,7,42,100,SYNTHETIC,24.6,1,0.42,Monday
Route 6 - Industrial Park,12,3,0,23.1,0,0,31,38,100,SYNTHETIC,45.9,0,0.38,Thursday
Route 6 - Industrial Park,21,6,1,13.8,0,0,5,0,100,SYNTHETIC,45.9,0,0.0,Sunday
Route 2 - Airport Link,21,1,0,24.8,0,0,24,17,100,SYNTHETIC,38.4,0,0.17,Tuesday
Route 10 - West Ring,12,3,0,21.4,0,0,20,14,100,SYNTHETIC,26.9,0,0.14,Thursday
Route 10 - West Ring,17,2,0,15.4,1,0,24,52,100,SYNTHETIC,26.9,1,0.52,Wednesday
Route 3 - University Shuttle,13,2,0,23.8,0,0,18,22,100,SYNTHETIC,37.7,0,0.22,Wednesday
Route 2 - Airport Link,18,4,0,20.6,1,0,65,61,100,SYNTHETIC,38.4,1,0.61,Friday
Route 2 - Airport Link,6,2,0,15.2,1,0,6,18,100,SYNTHETIC,38.4,0,0.18,Wednesday
Route 7 - Hospital Line,8,3,0,18.6,0,0,58,58,100,SYNTHETIC,37.7,1,0.58,Thursday
Route 1 - City Centre Express,16,5,1,31.3,1,0,20,22,100,SYNTHETIC,55.2,0,0.22,Saturday
Route 2 - Airport Link,9,2,0,31.0,0,0,61,33,100,SYNTHETIC,38.4,1,0.33,Wednesday
Route 7 - Hospital Line,17,0,0,21.5,0,0,34,67,100,SYNTHETIC,37.7,1,0.67,Monday
Route 2 - Airport Link,11,6,1,20.5,0,0,20,27,100,SYNTHETIC,38.4,0,0.27,Sunday
Route 1 - City Centre Express,20,1,0,8.5,0,0,83,31,100,SYNTHETIC,55.2,0,0.31,Tuesday
Route 1 - City Centre Express,19,5,1,33.8,0,0,49,40,100,SYNTHETIC,55.2,1,0.4,Saturday
Route 8 - Beach/Leisure,14,5,1,28.3,0,0,23,23,100,SYNTHETIC,27.1,0,0.23,Saturday
Route 4 - North Suburbs,18,3,0,26.0,0,1,79,106,100,SYNTHETIC,30.0,1,1.06,Thursday
Route 3 - University Shuttle,10,0,0,1.8,0,0,64,20,100,SYNTHETIC,37.7,0,0.2,Monday
Route 7 - Hospital Line,14,6,1,20.3,1,0,17,14,100,SYNTHETIC,37.7,0,0.14,Sunday
Route 2 - Airport Link,8,4,0,19.0,1,0,54,77,100,SYNTHETIC,38.4,1,0.77,Friday
Route 6 - Industrial Park,19,2,0,25.5,0,0,81,67,100,SYNTHETIC,45.9,1,0.67,Wednesday
Route 5 - South Connector,19,5,1,16.4,1,0,23,19,100,SYNTHETIC,24.6,1,0.19,Saturday
Route 7 - Hospital Line,20,5,1,18.1,0,0,36,10,100,SYNTHETIC,37.7,0,0.1,Saturday
Route 7 - Hospital Line,19,5,1,25.0,0,0,36,34,100,SYNTHETIC,37.7,1,0.34,Saturday
Route 7 - Hospital Line,21,1,0,13.8,0,0,23,13,100,SYNTHETIC,37.7,0,0.13,Tuesday
Route 3 - University Shuttle,9,4,0,15.4,0,1,137,102,100,SYNTHETIC,37.7,1,1.02,Friday
Route 2 - Airport Link,20,2,0,21.5,0,0,46,24,100,SYNTHETIC,38.4,0,0.24,Wednesday
Route 6 - Industrial Park,15,0,0,30.7,1,0,30,35,100,SYNTHETIC,45.9,0,0.35,Monday
Route 1 - City Centre Express,12,2,0,26.5,0,1,41,52,100,SYNTHETIC,55.2,0,0.52,Wednesday
Route 5 - South Connector,15,0,0,28.6,0,0,16,18,100,SYNTHETIC,24.6,0,0.18,Monday
Route 7 - Hospital Line,11,0,0,20.5,0,1,35,40,100,SYNTHETIC,37.7,0,0.4,Monday
Route 9 - East Corridor,10,5,1,32.0,0,0,23,10,100,SYNTHETIC,35.6,0,0.1,Saturday
Route 7 - Hospital Line,9,3,0,6.1,0,0,65,42,100,SYNTHETIC,37.7,1,0.42,Thursday
Route 10 - West Ring,7,2,0,36.2,1,0,9,42,100,SYNTHETIC,26.9,1,0.42,Wednesday
Route 6 - Industrial Park,14,1,0,37.2,0,0,27,28,100,SYNTHETIC,45.9,0,0.28,Tuesday
Route 5 - South Connector,20,5,1,23.7,0,0,15,4,100,SYNTHETIC,24.6,0,0.04,Saturday
Route 3 - University Shuttle,16,4,0,26.7,1,0,29,38,100,SYNTHETIC,37.7,0,0.38,Friday
Route 7 - Hospital Line,14,4,0,19.7,0,0,21,23,100,SYNTHETIC,37.7,0,0.23,Friday
Route 9 - East Corridor,13,1,0,18.3,1,0,27,24,100,SYNTHETIC,35.6,0,0.24,Tuesday
Route 4 - North Suburbs,13,0,0,15.1,1,1,43,35,100,SYNTHETIC,30.0,0,0.35,Monday
Route 1 - City Centre Express,9,0,0,19.6,0,0,115,68,100,SYNTHETIC,55.2,1,0.68,Monday
Route 1 - City Centre Express,19,0,0,24.4,0,1,155,116,100,SYNTHETIC,55.2,1,1.16,Monday
Route 7 - Hospital Line,8,6,1,23.4,1,0,45,46,100,SYNTHETIC,37.7,1,0.46,Sunday
Route 7 - Hospital Line,17,2,0,35.9,1,0,33,65,100,SYNTHETIC,37.7,1,0.65,Wednesday
Route 2 - Airport Link,18,4,0,20.8,0,0,50,58,100,SYNTHETIC,38.4,1,0.58,Friday
Route 1 - City Centre Express,15,6,1,8.1,0,0,17,20,100,SYNTHETIC,55.2,0,0.2,Sunday
Route 7 - Hospital Line,19,6,1,33.2,1,0,50,43,100,SYNTHETIC,37.7,1,0.43,Sunday
Route 4 - North Suburbs,10,2,0,10.2,1,0,46,18,100,SYNTHETIC,30.0,0,0.18,Wednesday
Route 5 - South Connector,19,3,0,15.5,0,1,67,49,100,SYNTHETIC,24.6,1,0.49,Thursday
Route 3 - University Shuttle,18,3,0,22.2,0,0,85,67,100,SYNTHETIC,37.7,1,0.67,Thursday
Route 8 - Beach/Leisure,18,0,0,23.3,0,0,42,47,100,SYNTHETIC,27.1,1,0.47,Monday
Route 8 - Beach/Leisure,17,5,1,8.4,1,1,45,101,100,SYNTHETIC,27.1,1,1.01,Saturday
Route 1 - City Centre Express,19,4,0,14.0,0,1,117,116,100,SYNTHETIC,55.2,1,1.16,Friday
Route 1 - City Centre Express,23,2,0,8.2,0,0,17,5,100,SYNTHETIC,55.2,0,0.05,Wednesday
Route 6 - Industrial Park,12,3,0,25.0,0,0,28,30,100,SYNTHETIC,45.9,0,0.3,Thursday
Route 7 - Hospital Line,18,5,1,29.5,1,0,48,59,100,SYNTHETIC,37.7,1,0.59,Saturday
Route 2 - Airport Link,18,0,0,10.2,0,0,51,57,100,SYNTHETIC,38.4,1,0.57,Monday
Route 2 - Airport Link,13,4,0,28.0,0,0,27,27,100,SYNTHETIC,38.4,0,0.27,Friday
Route 7 - Hospital Line,20,6,1,27.4,1,0,37,16,100,SYNTHETIC,37.7,0,0.16,Sunday
Route 5 - South Connector,12,5,1,14.7,0,0,6,13,100,SYNTHETIC,24.6,0,0.13,Saturday
Route 2 - Airport Link,15,4,0,4.1,0,0,16,25,100,SYNTHETIC,38.4,0,0.25,Friday
Route 7 - Hospital Line,7,0,0,11.4,0,0,16,58,100,SYNTHETIC,37.7,1,0.58,Monday
Route 1 - City Centre Express,9,5,1,15.2,1,0,71,52,100,SYNTHETIC,55.2,1,0.52,Saturday
Route 3 - University Shuttle,19,5,1,32.3,0,0,13,12,100,SYNTHETIC,37.7,1,0.12,Saturday
Route 8 - Beach/Leisure,12,3,0,19.1,0,0,16,14,100,SYNTHETIC,27.1,0,0.14,Thursday
