_id,BUSINESS DATE,STATION,00:00 Hrs To     01:00 Hrs,01:00 Hrs To     02:00 Hrs,02:00 Hrs To     03:00 Hrs,03:00 Hrs To     04:00 Hrs,04:00 Hrs To     05:00 Hrs,05:00 Hrs To     06:00 Hrs,06:00 Hrs To     07:00 Hrs,07:00 Hrs To     08:00 Hrs,08:00 Hrs To     09:00 Hrs,09:00 Hrs To     10:00 Hrs,10:00 Hrs To     11:00 Hrs,11:00 Hrs To     12:00 Hrs,12:00 Hrs To     13:00 Hrs,13:00 Hrs To     14:00 Hrs,14:00 Hrs To     15:00 Hrs,15:00 Hrs To     16:00 Hrs,16:00 Hrs To     17:00 Hrs,17:00 Hrs To     18:00 Hrs,18:00 Hrs To     19:00 Hrs,19:00 Hrs To     20:00 Hrs,20:00 Hrs To     21:00 Hrs,21:00 Hrs To     22:00 Hrs,22:00 Hrs To     23:00 Hrs,23:00 Hrs To Last train,TOTAL
366,2025-08-06,125-Benniganahalli,0,0,0,0,41,117,442,1297,3056,4286,3415,1991,1474,1109,1020,1019,1273,1611,1918,1808,1145,786,388,56,28252
367,2025-08-06,126-Krishnarajapura,0,0,0,0,5,119,416,940,2047,2958,2012,1413,740,855,627,903,1398,1840,1628,1414,838,663,352,22,21190
368,2025-08-06,127-Singayyanapalya,1,0,0,0,0,45,84,273,735,981,649,335,282,321,311,447,660,804,986,811,543,422,284,20,8994
369,2025-08-06,128-Garudacharpalya,0,0,0,0,2,35,122,263,546,628,373,252,248,222,296,421,867,1299,1685,1059,562,313,211,19,9423
370,2025-08-06,129-Hoodi,0,0,0,0,0,30,130,296,755,959,716,366,274,271,219,265,408,619,883,750,478,334,161,4,7918
371,2025-08-06,130-Seetharampalya,2,0,0,0,0,40,88,246,512,679,439,245,243,298,428,680,1366,1645,1681,1349,716,432,263,6,11358
372,2025-08-06,131-Kundalahalli,2,0,0,0,0,18,60,136,320,357,308,203,218,308,472,792,1632,1816,1644,1333,654,386,181,2,10842
373,2025-08-06,132-Nallur Halli,0,0,0,0,0,18,61,165,335,460,356,279,271,341,448,661,1510,1551,1858,1425,789,499,183,8,11218
374,2025-08-06,133-Sri Sathya Sai Hospital,1,0,0,0,0,12,47,78,137,120,272,324,418,525,509,859,1720,2131,2499,1794,1006,474,150,22,13098
375,2025-08-06,134-Pattandur Agrahara,8,0,0,0,0,25,50,109,224,277,315,353,471,596,621,1142,1895,2429,2732,2189,1219,727,371,23,15776
376,2025-08-06,135-Kadugodi Tree Park,1,0,0,0,3,73,224,499,1907,2545,2175,1207,631,679,517,344,460,568,608,586,482,347,156,0,14012
377,2025-08-06,136-Hopefarm Channasandra,0,0,0,0,2,10,30,121,492,730,373,193,97,89,62,56,110,147,169,180,93,64,18,1,3037
378,2025-08-06,137-Whitefield (Kadugodi),0,0,0,0,18,56,309,775,1603,1866,1172,637,414,349,327,239,287,328,336,413,223,140,49,0,9541
379,2025-08-06,21-Nagasandra,0,0,0,0,4,49,189,887,1785,1792,971,522,473,372,416,374,487,649,691,527,346,254,115,2,10905
380,2025-08-06,22-Dasarahalli,0,0,0,0,0,128,273,929,1861,1965,1148,790,613,573,428,386,461,521,542,554,436,280,122,11,12021
381,2025-08-06,23-Jalahalli,0,0,0,0,0,64,204,465,931,1008,631,417,377,404,278,318,379,581,743,538,277,175,78,21,7889
382,2025-08-06,24-Peenya Industry,0,0,0,0,1,3,51,181,286,345,193,118,115,93,70,85,117,303,329,187,76,25,39,5,2622
383,2025-08-06,25-Peenya,0,0,0,0,2,16,69,309,579,711,426,181,158,107,108,117,171,363,457,300,123,69,39,6,4311
384,2025-08-06,26-Yeshwanthpur Industry,0,0,0,0,7,86,161,328,540,586,437,336,305,262,275,289,416,502,987,733,411,247,113,20,7041
385,2025-08-06,27-Yeshwanthpur,0,0,0,0,169,538,333,1297,547,1321,884,675,628,392,317,254,279,639,615,801,1021,391,277,45,11423
386,2025-08-06,28-Sandal Soap Factory,0,0,0,0,2,22,86,280,595,640,425,378,423,409,479,535,738,1178,1514,1352,735,493,491,56,10831
387,2025-08-06,29-Mahalakshmi,0,0,0,0,1,67,184,542,1146,1313,839,491,457,481,461,343,438,543,653,552,377,215,89,7,9199
388,2025-08-06,210-Rajajinagar,0,0,0,0,4,68,178,658,1396,1641,1023,652,572,585,525,553,551,733,904,895,501,285,135,21,11880
389,2025-08-06,211-Kuvempu Road,0,0,0,0,2,31,124,396,884,1107,637,337,311,319,196,224,270,269,296,301,199,129,60,8,6100
390,2025-08-06,212-Srirampura,0,0,0,0,0,36,109,424,815,1089,641,369,287,272,273,249,308,375,452,388,273,150,53,9,6572
391,2025-08-06,213-Mantri Square Sampige Road,0,0,0,0,3,31,125,475,938,1222,869,558,738,969,1048,977,1109,1587,1908,1795,1193,911,517,40,17013
392,2025-08-06,215-Chickpete,0,0,0,0,1,20,77,281,500,436,367,469,836,1317,1780,1811,1883,1977,1779,2001,1922,1204,252,32,18945
393,2025-08-06,216-KR Market,0,0,0,0,0,68,146,334,593,610,491,502,587,765,926,1212,1268,1315,1238,1179,938,474,214,33,12893
394,2025-08-06,217-National College,0,0,0,0,2,32,111,463,941,1111,927,565,592,865,1017,1042,1022,1046,1180,960,629,341,128,10,12984
395,2025-08-06,218-Lalbagh,0,0,0,0,1,14,28,173,280,299,258,205,221,280,276,380,544,814,1021,889,447,170,70,8,6378
396,2025-08-06,219-South End Circle,0,0,0,0,2,18,45,195,389,447,373,263,355,549,530,771,800,824,1275,1099,682,255,122,22,9016
397,2025-08-06,220-Jayanagar,0,0,0,0,5,28,93,334,772,921,776,562,620,685,792,866,1758,1349,1726,1640,987,590,263,35,14802
398,2025-08-06,221-RV Road,0,0,0,0,3,40,77,309,693,844,559,432,412,484,479,454,597,810,1055,913,602,297,128,15,9203
399,2025-08-06,222-Banashankarl,0,0,0,0,0,46,165,555,1277,1446,973,758,661,748,614,669,818,1075,1356,1379,864,472,239,25,14140
400,2025-08-06,223-JP Nagar,0,0,0,0,0,70,153,553,1471,1739,942,559,432,494,413,434,584,753,976,884,487,310,171,30,11455
401,2025-08-06,224-Puttenahalli,0,0,0,0,1,68,193,759,1754,1942,1117,547,426,339,301,470,670,524,645,509,323,201,93,6,10888
402,2025-08-06,225-Konanakunte Cross,0,0,0,0,7,63,240,825,1551,1763,1043,698,545,473,557,569,698,678,769,775,492,378,355,28,12507
403,2025-08-06,226-Doddakallasandra,0,0,0,0,2,20,109,582,909,951,534,305,222,201,175,212,192,221,353,275,158,88,43,1,5553
404,2025-08-06,227-Vajarahalli,0,0,0,0,10,54,77,554,809,771,528,298,280,298,233,327,263,288,347,292,164,131,59,4,5787
405,2025-08-06,228-Thalghattapura,0,0,0,0,4,22,64,298,522,566,303,171,120,130,106,137,194,144,140,162,74,42,36,0,3235
406,2025-08-06,229-Silk Institute,0,0,0,0,9,52,167,441,798,867,638,442,303,343,273,399,537,567,527,355,209,93,21,3,7044
407,2025-08-06,230-Manjunatha Nagar,0,0,0,0,1,19,39,122,197,163,85,60,60,46,25,31,33,64,79,48,34,19,10,2,1137
408,2025-08-06,231-Chikkabidarakallu,0,0,0,0,3,45,121,402,787,853,471,233,200,134,129,128,155,168,190,136,93,80,26,0,4354
409,2025-08-06,232-Madavara,0,0,0,0,6,64,139,501,1055,932,644,368,340,292,266,266,346,345,465,373,232,172,69,0,6875
410,2025-08-06,31-Ragigudda,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,0,0,0,18
411,2025-08-06,36-Hongasandra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
412,2025-08-07,11-Baiyappanahalli,0,0,0,0,21,91,302,738,2011,3156,1522,734,493,528,402,538,655,989,1117,848,596,360,151,14,15266
413,2025-08-07,12-SV Road,0,0,0,0,31,59,97,348,789,808,597,446,352,367,409,558,1091,1361,1376,934,551,251,138,31,10594
414,2025-08-07,13-Indiranagar,0,0,0,0,6,52,204,616,1372,2130,1567,854,767,852,985,1185,1728,2503,3712,3310,1870,1048,584,71,25416
415,2025-08-07,14-Halasuru,0,0,0,0,2,64,190,527,1106,1681,953,518,346,387,480,354,541,589,798,712,501,304,164,22,10239
416,2025-08-07,15-Trinity,0,0,0,0,0,22,67,133,289,345,396,328,336,486,507,593,912,1958,3676,2874,1279,509,234,39,14983
417,2025-08-07,16-MG Road,0,0,0,0,2,17,58,107,371,430,403,695,798,918,1285,1478,1707,2428,3625,3307,1919,1197,712,203,21660
418,2025-08-07,17-Cubbon Park,0,0,0,0,5,10,74,188,454,538,458,376,536,635,771,843,1250,2186,3266,2275,987,451,229,21,15553
419,2025-08-07,18-Vidhana Soudha,0,0,0,0,1,7,46,97,205,242,409,379,567,780,809,927,1254,2877,2247,1312,594,281,64,10,13108
420,2025-08-07,19-Sir.M. Visveshwaraya,0,0,0,0,0,6,27,152,246,307,399,685,1080,959,1096,1082,1356,2052,2164,1161,779,349,130,9,14039
421,2025-08-07,110-Kempegowda,0,0,0,0,152,623,943,1444,1891,2153,1738,1458,1410,1433,1531,1460,1697,2016,2291,2349,2118,1611,971,223,29512
422,2025-08-07,111-Bangalore City Station,0,0,0,0,54,295,568,871,896,1625,1087,517,510,529,425,339,420,633,617,432,482,524,223,55,11102
423,2025-08-07,112-Magadi Road,0,0,0,0,11,60,174,491,1007,1552,1256,438,290,327,242,228,353,349,366,377,246,166,101,13,8047
424,2025-08-07,113-Hosahalli,0,0,0,0,5,70,196,733,1601,2164,1543,702,449,427,328,335,366,519,497,433,334,199,109,17,11027
425,2025-08-07,114-Vijayanagar,0,0,0,0,2,103,234,779,1918,2652,1559,701,553,521,485,426,448,476,506,509,414,297,219,37,12839
426,2025-08-07,115-Attiguppe,0,0,0,0,7,87,171,630,1412,1960,1210,519,350,375,324,344,337,392,344,391,259,196,106,14,9428
427,2025-08-07,116-Deepanjali Nagar,0,0,0,0,16,63,129,284,636,731,532,239,164,222,155,140,180,186,231,209,183,141,78,3,4522
428,2025-08-07,117-Mysuru Road,0,0,0,0,5,28,110,483,1193,1534,901,391,251,300,303,329,329,371,302,238,165,105,80,9,7427
429,2025-08-07,118-Nayandahalli,0,0,0,0,0,13,34,102,274,259,203,118,91,116,112,94,95,125,153,145,114,78,54,8,2188
430,2025-08-07,119-Rajarajeshwari Nagar,0,0,0,0,0,31,142,451,820,1080,615,331,278,258,235,258,288,352,312,250,229,139,86,14,6169
431,2025-08-07,120-Jnanabharathi,0,0,0,0,0,30,110,336,739,820,460,307,263,248,172,175,211,209,188,152,137,77,46,10,4690
432,2025-08-07,121-Pattangere,0,0,0,0,2,48,106,300,592,693,330,263,360,536,297,444,815,882,633,384,170,104,59,2,7020
433,2025-08-07,122-Kengeri Bus Terminal,0,0,0,0,4,49,161,524,863,1028,566,455,393,368,340,330,402,415,427,403,308,205,107,1,7349
434,2025-08-07,123-Kengeri,0,0,0,0,2,17,96,364,799,823,514,293,220,244,201,204,254,277,412,300,182,166,100,0,5468
435,2025-08-07,124-Challaghatta,0,0,0,0,3,32,97,250,652,710,373,322,330,349,339,421,658,653,616,489,210,109,42,6,6661
436,2025-08-07,125-Benniganahalli,0,0,0,0,12,154,392,1077,2816,3983,3578,1835,1413,1246,1111,1031,1404,1446,2010,2415,1339,1009,498,64,28833
437,2025-08-07,126-Krishnarajapura,1,0,0,0,28,166,381,850,1905,2820,1815,1292,702,872,743,940,1441,1713,1701,1477,981,828,426,42,21124
438,2025-08-07,127-Singayyanapalya,0,0,0,0,5,28,109,258,681,959,568,343,313,290,280,377,611,755,959,844,616,382,314,25,8717
439,2025-08-07,128-Garudacharpalya,0,0,0,0,5,39,121,274,516,582,389,249,207,312,265,443,746,1272,1544,1017,544,321,168,16,9030
440,2025-08-07,129-Hoodi,0,0,0,0,0,46,136,254,736,915,628,370,304,270,283,292,491,583,959,725,496,373,156,12,8029
441,2025-08-07,130-Seetharampalya,0,0,0,0,0,55,103,219,500,639,384,272,233,308,437,615,1199,1533,1677,1235,736,461,294,7,10907
442,2025-08-07,131-Kundalahalli,0,0,0,0,0,42,76,162,273,340,325,217,218,268,485,751,1486,1614,1606,1072,653,410,191,2,10191
443,2025-08-07,132-Nallur Halli,0,0,0,0,0,20,70,165,325,395,290,286,275,402,489,634,1300,1396,1700,1258,677,444,157,12,10295
444,2025-08-07,133-Sri Sathya Sai Hospital,3,0,0,0,1,18,55,76,108,147,214,404,399,463,518,851,1571,1856,2420,1537,907,434,171,18,12171
445,2025-08-07,134-Pattandur Agrahara,4,0,0,0,0,35,53,146,225,252,321,331,469,680,660,1100,1870,2257,2443,1958,1178,652,357,37,15028
446,2025-08-07,135-Kadugodi Tree Park,0,0,0,0,11,75,175,449,1774,2557,2138,1132,627,641,490,460,513,686,743,669,630,520,186,1,14477
447,2025-08-07,136-Hopefarm Channasandra,0,0,0,0,0,13,33,118,465,769,414,199,131,86,111,98,107,169,249,161,132,71,15,0,3341
448,2025-08-07,137-Whitefield (Kadugodi),0,0,0,0,8,71,261,725,1528,1846,1117,811,465,392,334,275,345,389,457,448,243,227,51,0,9993
449,2025-08-07,21-Nagasandra,0,0,0,0,9,66,178,688,1481,1611,808,464,382,346,384,405,532,650,695,547,387,251,140,1,10025
450,2025-08-07,22-Dasarahalli,0,0,0,0,0,145,233,843,1626,1821,1091,621,582,530,446,420,505,576,795,825,589,296,140,8,12092
451,2025-08-07,23-Jalahalli,0,0,0,0,0,59,193,413,827,944,516,432,349,311,318,317,412,564,830,689,372,227,111,8,7892
452,2025-08-07,24-Peenya Industry,0,0,0,0,4,6,47,166,297,328,192,94,87,102,85,66,111,284,350,170,69,42,21,2,2523
453,2025-08-07,25-Peenya,0,0,0,0,1,22,64,247,461,687,487,214,130,124,113,142,182,358,514,327,155,87,36,1,4352
454,2025-08-07,26-Yeshwanthpur Industry,0,0,0,0,2,63,127,365,573,642,475,316,305,297,268,370,404,575,947,769,457,294,174,22,7445
455,2025-08-07,27-Yeshwanthpur,0,0,0,0,77,434,497,932,1532,784,1238,476,668,463,464,322,520,701,744,894,1387,358,218,36,12745
456,2025-08-07,28-Sandal Soap Factory,0,0,0,0,4,33,94,256,536,589,463,366,388,440,510,542,716,1018,1452,1370,840,429,389,50,10485
457,2025-08-07,29-Mahalakshmi,0,0,0,0,6,69,157,489,1043,1242,839,439,454,444,355,322,397,566,662,566,378,264,85,15,8792
458,2025-08-07,210-Rajajinagar,0,0,0,0,4,60,151,579,1247,1531,915,609,550,522,525,531,642,770,931,840,560,279,168,22,11436
459,2025-08-07,211-Kuvempu Road,0,0,0,0,1,54,101,358,790,1057,604,321,257,232,252,170,240,268,341,306,181,124,51,11,5719
460,2025-08-07,212-Srirampura,0,0,0,0,5,50,93,351,748,1023,606,334,270,266,250,269,307,320,443,381,255,148,61,10,6190
461,2025-08-07,213-Mantri Square Sampige Road,0,0,0,0,4,43,126,409,856,1176,918,579,654,947,1020,831,973,1419,1637,1691,1093,729,476,43,15624
462,2025-08-07,215-Chickpete,0,0,0,0,2,32,109,382,540,579,413,484,759,1117,1374,1381,1432,1418,1454,1517,1432,821,213,26,15485
463,2025-08-07,216-KR Market,0,0,0,0,7,83,226,445,667,788,693,628,674,775,826,819,1218,1085,1085,1035,878,481,183,26,12622
464,2025-08-07,217-National College,0,0,0,0,2,31,95,399,821,1071,892,642,674,759,787,827,989,970,1122,891,705,331,168,12,12188
465,2025-08-07,218-Lalbagh,0,0,0,0,0,15,33,154,273,302,288,185,254,313,345,429,573,761,1084,991,429,188,91,11,6719
466,2025-08-07,219-South End Circle,0,0,0,0,1,19,45,173,374,416,371,289,393,524,597,791,882,798,1334,1118,636,267,108,15,9151
467,2025-08-07,220-Jayanagar,0,0,0,0,5,43,94,295,710,902,728,588,602,764,812,843,1646,1473,1559,1631,1073,584,238,37,14627
468,2025-08-07,221-RV Road,0,0,0,0,1,24,64,234,671,819,523,426,413,453,528,418,621,847,1122,974,656,329,173,21,9317
469,2025-08-07,222-Banashankarl,0,0,0,0,0,64,162,499,1132,1458,970,661,665,727,696,702,904,1317,1431,1366,968,582,299,46,14649
470,2025-08-07,223-JP Nagar,0,0,0,0,5,54,157,562,1329,1643,937,539,466,461,472,456,546,831,996,858,560,328,202,15,11417
471,2025-08-07,224-Puttenahalli,0,0,0,0,8,72,174,656,1459,1874,1006,477,353,401,336,445,563,564,659,547,323,239,106,7,10269
472,2025-08-07,225-Konanakunte Cross,0,0,0,0,8,62,180,770,1440,1606,1008,639,492,531,528,559,655,765,801,775,588,461,295,15,12178
473,2025-08-07,226-Doddakallasandra,0,0,0,0,0,22,87,507,876,932,505,287,180,244,182,196,201,245,336,323,187,135,40,2,5487
474,2025-08-07,227-Vajarahalli,0,0,0,0,6,23,89,483,770,771,384,265,295,354,267,295,300,330,309,279,171,130,44,5,5570
475,2025-08-07,228-Thalghattapura,0,0,0,0,3,25,53,244,483,507,266,157,112,111,95,134,162,116,166,144,105,44,40,0,2967
476,2025-08-07,229-Silk Institute,0,0,0,0,6,46,130,449,797,827,604,417,309,279,370,333,643,647,535,447,298,96,38,0,7271
477,2025-08-07,230-Manjunatha Nagar,0,0,0,0,2,22,42,102,188,190,78,81,56,36,41,38,40,71,74,76,46,41,16,2,1242
478,2025-08-07,231-Chikkabidarakallu,0,0,0,0,2,48,110,374,679,758,396,250,185,171,183,115,143,164,200,187,106,81,30,1,4183
479,2025-08-07,232-Madavara,0,0,0,0,4,71,113,427,983,906,585,393,345,307,308,331,358,501,541,387,338,158,68,0,7124
480,2025-08-07,312-Infosys Foundation Konappana Agrahara,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0,0,0,0,0,14
481,2025-08-08,11-Baiyappanahalli,0,0,0,0,13,93,200,536,1373,1665,1063,589,496,452,347,433,570,695,736,694,404,335,123,21,10838
482,2025-08-08,12-SV Road,0,0,0,0,6,39,103,272,478,609,505,373,333,328,280,475,690,797,862,556,319,208,125,31,7389
483,2025-08-08,13-Indiranagar,0,0,0,0,10,48,168,473,964,1535,1081,722,740,796,774,996,1460,2123,2746,2257,1360,891,586,103,19833
484,2025-08-08,14-Halasuru,0,0,0,0,1,69,187,399,809,1246,742,450,355,315,419,345,408,540,647,582,441,343,198,21,8517
485,2025-08-08,15-Trinity,0,0,0,0,2,20,68,113,201,270,252,258,330,378,463,575,976,1984,2716,1696,781,299,238,35,11655
486,2025-08-08,16-MG Road,0,0,0,0,2,15,58,109,307,430,274,556,518,712,950,1355,1427,2307,2883,2211,1479,1142,878,205,17818
487,2025-08-08,17-Cubbon Park,0,0,0,0,4,12,58,168,312,350,281,286,441,519,575,658,1221,1974,2396,1233,572,295,206,35,11596
488,2025-08-08,18-Vidhana Soudha,0,0,0,0,0,9,35,71,156,193,152,217,439,595,703,703,1019,1757,1291,562,292,173,55,6,8428
489,2025-08-08,19-Sir.M. Visveshwaraya,0,0,0,0,0,9,28,77,156,204,191,218,327,423,627,561,854,1217,691,564,321,159,56,5,6688
490,2025-08-08,110-Kempegowda,0,0,0,0,138,580,882,1095,1440,1781,1722,1481,1592,1776,1625,1343,1638,1941,2095,1964,1618,1312,767,164,26954
491,2025-08-08,111-Bangalore City Station,0,0,0,0,19,170,452,671,730,1050,887,529,364,530,304,261,338,568,532,415,356,559,280,41,9056
492,2025-08-08,112-Magadi Road,0,0,0,0,11,56,129,314,660,973,758,376,264,283,248,220,243,305,320,329,191,164,114,16,5974
493,2025-08-08,113-Hosahalli,0,0,0,0,6,72,152,487,964,1259,899,517,356,358,301,278,311,401,346,285,227,215,106,22,7562
494,2025-08-08,114-Vijayanagar,0,0,0,0,2,106,209,520,1156,1578,1075,575,397,424,421,295,379,464,440,432,404,261,200,24,9362
495,2025-08-08,115-Attiguppe,0,0,0,0,1,58,167,369,902,1137,800,428,326,323,307,199,289,328,298,306,245,177,124,13,6797
496,2025-08-08,116-Deepanjali Nagar,0,0,0,0,14,99,110,196,338,491,357,185,189,176,144,129,205,190,173,202,146,112,89,21,3566
497,2025-08-08,117-Mysuru Road,0,0,0,0,3,31,89,254,690,766,513,284,203,327,285,264,304,332,267,228,130,104,63,13,5150
498,2025-08-08,118-Nayandahalli,0,0,0,0,0,12,27,60,166,153,104,77,89,126,98,91,103,134,149,137,108,57,53,12,1756
499,2025-08-08,119-Rajarajeshwari Nagar,0,0,0,0,0,23,117,257,505,573,359,272,266,281,189,266,237,323,292,290,231,180,143,6,4810
500,2025-08-08,120-Jnanabharathi,0,0,0,0,1,15,73,190,416,425,294,216,236,147,140,121,151,180,145,170,89,71,53,5,3138
501,2025-08-08,121-Pattangere,0,0,0,0,3,48,89,195,357,437,259,271,270,526,353,403,621,464,413,255,152,70,38,4,5228
502,2025-08-08,122-Kengeri Bus Terminal,0,0,0,0,12,34,109,296,542,546,416,373,336,318,274,274,277,330,355,297,230,170,89,4,5282
503,2025-08-08,123-Kengeri,0,0,0,0,9,21,58,194,376,491,325,433,260,201,169,144,200,215,318,280,204,164,70,4,4136
504,2025-08-08,124-Challaghatta,0,0,0,0,11,25,76,171,361,439,302,321,362,549,349,290,374,504,527,339,192,94,58,0,5344
505,2025-08-08,125-Benniganahalli,0,0,0,0,16,177,416,1029,2267,2562,1872,1259,1119,1045,862,1012,1181,1651,1733,1508,991,644,379,35,21758
506,2025-08-08,126-Krishnarajapura,2,0,0,0,14,85,403,734,1494,1958,1294,1083,831,687,620,875,1103,1286,1310,1106,922,761,285,25,16878
507,2025-08-08,127-Singayyanapalya,1,0,0,0,6,35,126,227,544,701,465,310,280,264,260,326,522,606,809,747,462,468,321,20,7500
508,2025-08-08,128-Garudacharpalya,1,0,0,0,6,34,112,227,406,427,310,223,212,306,278,369,636,1017,1056,707,374,288,251,9,7249
509,2025-08-08,129-Hoodi,0,0,0,0,0,50,123,208,503,587,491,304,312,277,293,345,505,645,749,582,448,321,155,3,6901
510,2025-08-08,130-Seetharampalya,0,0,0,0,0,34,95,194,388,464,327,239,264,359,384,503,928,1189,1102,843,549,362,184,3,8411
511,2025-08-08,131-Kundalahalli,0,0,0,0,0,42,96,125,276,274,208,195,216,354,349,598,1015,1156,1066,724,497,316,175,11,7693
512,2025-08-08,132-Nallur Halli,0,0,0,0,0,30,77,157,258,262,225,278,261,381,319,503,908,1036,1044,823,470,292,86,7,7417
513,2025-08-08,133-Sri Sathya Sai Hospital,5,0,0,0,0,13,60,81,118,114,197,292,368,346,503,593,1089,1430,1522,740,637,252,124,27,8511
514,2025-08-08,134-Pattandur Agrahara,4,0,0,0,4,36,89,150,210,207,246,378,429,549,607,853,1348,1706,1692,1086,735,518,259,36,11142
515,2025-08-08,135-Kadugodi Tree Park,2,0,0,0,7,76,256,452,1418,1757,1517,952,585,666,466,432,521,598,741,724,577,480,205,4,12436
516,2025-08-08,136-Hopefarm Channasandra,0,0,0,0,0,10,27,96,291,410,214,163,120,69,84,110,112,144,199,152,95,59,18,0,2373
517,2025-08-08,137-Whitefield (Kadugodi),0,0,0,0,9,83,227,535,1101,1180,739,557,400,340,293,249,343,387,339,370,264,190,73,0,7679
518,2025-08-08,21-Nagasandra,0,0,0,0,4,51,136,364,886,924,658,501,417,357,345,440,574,674,677,533,376,303,175,3,8398
519,2025-08-08,22-Dasarahalli,0,0,0,0,1,122,195,500,1123,1152,783,572,546,444,490,393,456,515,577,470,357,270,105,6,9077
520,2025-08-08,23-Jalahalli,0,0,0,0,0,55,145,297,570,642,464,473,386,317,302,384,417,522,651,393,281,191,109,8,6607
521,2025-08-08,24-Peenya Industry,0,0,0,0,0,9,32,87,182,179,119,90,80,89,63,68,126,240,225,121,57,39,24,0,1830
522,2025-08-08,25-Peenya,0,0,0,0,0,17,54,162,345,364,312,167,134,112,117,117,191,266,389,229,105,67,38,2,3188
523,2025-08-08,26-Yeshwanthpur Industry,0,0,0,0,0,64,123,247,402,444,374,342,336,385,327,290,408,534,751,562,333,203,120,15,6260
524,2025-08-08,27-Yeshwanthpur,0,0,0,0,81,570,457,845,958,587,595,446,508,516,517,287,320,642,566,653,1107,189,200,99,10143
525,2025-08-08,28-Sandal Soap Factory,0,0,0,0,3,43,83,194,365,375,339,334,361,459,543,623,788,1002,1198,999,677,426,415,44,9271
526,2025-08-08,29-Mahalakshmi,0,0,0,0,3,58,111,274,625,804,566,431,516,460,521,337,343,553,673,531,428,228,94,9,7565
527,2025-08-08,210-Rajajinagar,0,0,0,0,8,69,113,336,755,912,717,544,462,409,413,395,513,622,715,603,343,284,172,23,8408
528,2025-08-08,211-Kuvempu Road,0,0,0,0,3,50,89,207,509,694,425,314,237,234,185,187,236,246,288,261,167,129,58,12,4531
529,2025-08-08,212-Srirampura,0,0,0,0,3,47,79,226,520,647,470,351,227,244,203,223,266,267,324,238,205,116,77,5,4738
530,2025-08-08,213-Mantri Square Sampige Road,0,0,0,0,5,38,92,305,576,852,718,552,533,633,621,663,913,1221,1389,1281,752,668,466,45,12323
531,2025-08-08,215-Chickpete,0,0,0,0,0,26,108,152,191,229,252,284,467,646,773,834,919,1002,889,968,844,305,96,3,8988
532,2025-08-08,216-KR Market,0,0,0,0,1,53,131,222,368,358,412,381,433,504,516,492,732,743,623,688,474,297,131,24,7583
533,2025-08-08,217-National College,0,0,0,0,2,23,97,266,520,664,541,477,488,492,475,382,496,648,740,586,406,278,146,9,7736
534,2025-08-08,218-Lalbagh,0,0,0,0,1,17,41,101,198,240,202,212,289,403,462,614,749,945,922,744,250,143,67,23,6623
535,2025-08-08,219-South End Circle,0,0,0,0,7,16,52,122,243,303,242,211,235,403,352,471,578,722,836,689,441,184,100,9,6216
536,2025-08-08,220-Jayanagar,0,0,0,0,6,42,100,231,420,575,490,495,479,606,638,654,880,1154,1234,1140,656,455,219,26,10500
537,2025-08-08,221-RV Road,0,0,0,0,0,33,56,165,420,521,357,292,266,350,343,357,458,591,846,741,428,174,75,9,6482
538,2025-08-08,222-Banashankarl,0,0,0,0,0,80,181,435,809,926,1192,727,779,692,706,615,917,1171,1272,1220,889,501,281,34,13427
539,2025-08-08,223-JP Nagar,0,0,0,0,1,91,145,335,799,1029,692,426,402,419,369,430,497,727,756,747,506,365,208,16,8960
540,2025-08-08,224-Puttenahalli,0,0,0,0,3,57,136,419,856,1014,829,422,393,361,328,312,373,582,605,486,328,247,176,10,7937
541,2025-08-08,225-Konanakunte Cross,0,0,0,0,9,67,149,437,768,971,722,494,517,538,503,510,733,812,749,839,566,454,416,17,10271
542,2025-08-08,226-Doddakallasandra,0,0,0,0,1,14,70,270,508,589,363,238,217,225,174,170,214,229,299,272,181,126,52,3,4215
543,2025-08-08,227-Vajarahalli,0,0,0,0,12,28,64,245,439,513,333,255,221,202,156,160,239,275,267,288,163,120,84,3,4067
544,2025-08-08,228-Thalghattapura,0,0,0,0,2,21,50,124,253,285,192,167,120,105,98,92,114,111,164,119,80,55,20,0,2172
545,2025-08-08,229-Silk Institute,0,0,0,0,2,31,100,251,454,515,461,404,282,312,269,295,379,472,417,291,206,114,32,0,5287
546,2025-08-08,230-Manjunatha Nagar,0,0,0,0,1,14,22,74,116,92,85,67,49,74,48,42,42,56,67,60,37,31,10,2,989
547,2025-08-08,231-Chikkabidarakallu,0,0,0,0,5,32,66,200,428,493,343,229,215,182,115,145,176,189,194,171,137,78,44,0,3442
548,2025-08-08,232-Madavara,0,0,0,0,5,38,96,238,546,574,422,362,336,326,295,321,397,423,386,288,184,145,67,0,5449
549,2025-08-08,31-Ragigudda,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,2,20,0,0,0,0,0,34
550,2025-08-08,37-Kudlu Gate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
551,2025-08-09,11-Baiyappanahalli,0,0,0,0,20,133,242,468,946,947,754,777,808,730,644,736,738,687,580,496,551,307,142,18,10724
