Unique ID,Datetime,Stop Name,Remote Unit,Line,Connecting Lines,Daytime Routes,North Direction Label,South Direction Label,Division,Structure,Borough,Neighborhood,Latitude,Longitude,Entries,Exits
78,2017-02-09 04:00:00,238 St,R306,Broadway - 7Av,1,1,242 St,Manhattan,IRT,Elevated,Bx,Riverdale/Fieldston,40.884667,-73.90087,384.0,21.0
79,2017-02-09 04:00:00,25 Av,R399,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.597704,-73.986829,693.0,41.0
80,2017-02-09 04:00:00,25 St,R278,4th Av,R,R,Manhattan,Bay Ridge - 95 St,BMT,Subway,Bk,Sunset Park,40.660397,-73.998091,81.0,37.0
81,2017-02-09 04:00:00,25 St,R455,4th Av,R,R,Manhattan,Bay Ridge - 95 St,BMT,Subway,Bk,Sunset Park,40.660397,-73.998091,20.0,82.0
82,2017-02-09 04:00:00,28 St,R082,Broadway - Brighton,NR,RW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.745494,-73.988691,47.0,26.0
83,2017-02-09 04:00:00,28 St,R143,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Stuyvesant Town/Turtle Bay,40.74307,-73.984264,322.0,728.0
84,2017-02-09 04:00:00,28 St,R272,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Clinton/Chelsea,40.747215,-73.993365,46.0,65.0
85,2017-02-09 04:00:00,3 Av,R330,Canarsie,L,L,8 Av,Brooklyn,BMT,Subway,M,Lower East Side/Chinatown,40.732849,-73.986122,93.0,150.0
86,2017-02-09 04:00:00,3 Av - 138 St,R445,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Subway,Bx,Hunts Point/Longwood,40.810476,-73.926138,649.0,265.0
87,2017-02-09 04:00:00,3 Av - 149 St,R053,Lenox - White Plains Rd,25,25,Wakefield - Eastchester,Manhattan,IRT,Subway,Bx,Hunts Point/Longwood,40.816109,-73.917757,974.0,190.0
88,2017-02-09 04:00:00,30 Av,R093,Astoria,NQ,NW,Astoria - Ditmars Blvd,Manhattan,BMT,Elevated,Q,Astoria,40.766779,-73.921479,161.0,1.0
89,2017-02-09 04:00:00,33 St,R176,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Stuyvesant Town/Turtle Bay,40.746081,-73.982076,311.0,780.0
90,2017-02-09 04:00:00,33 St,R291,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Woodside/Sunnyside,40.744587,-73.93099699999999,132.0,405.0
91,2017-02-09 04:00:00,34 St - 11 Av,R072,Flushing,7,7,Queens,,IRT,Subway,M,Clinton/Chelsea,40.755882,-74.00191,121.0,943.0
92,2017-02-09 04:00:00,34 St - Herald Sq,R022,6th Av - Culver,BDFMNQR,BDFM,Uptown Bronx - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.749719,-73.98782299999999,418.0,389.0
93,2017-02-09 04:00:00,34 St - Herald Sq,R022,Broadway - Brighton,BDFMNQR,NQRW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.749567,-73.98795,36.0,94.0
94,2017-02-09 04:00:00,34 St - Herald Sq,R023,Broadway - Brighton,BDFMNQR,NQRW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.749567,-73.98795,237.0,185.0
95,2017-02-09 04:00:00,34 St - Penn Station,R012,8th Av - Fulton St,ACE,ACE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.752287,-73.993391,1747.0,627.0
96,2017-02-09 04:00:00,34 St - Penn Station,R013,8th Av - Fulton St,ACE,ACE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.752287,-73.993391,397.0,435.0
97,2017-02-09 04:00:00,34 St - Penn Station,R031,Broadway - 7Av,123,123,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Clinton/Chelsea,40.750373,-73.991057,650.0,357.0
98,2017-02-09 04:00:00,36 Av,R091,Astoria,NQ,NW,Astoria - Ditmars Blvd,Manhattan,BMT,Elevated,Q,Astoria,40.756804,-73.929575,211.0,131.0
99,2017-02-09 04:00:00,36 St,R197,4th Av,DNR,DNR,Manhattan,Coney Island - Bay Ridge,BMT,Subway,Bk,Sunset Park,40.655144,-74.00354899999999,650.0,363.0
100,2017-02-09 04:00:00,36 St,R339,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Astoria,40.752039,-73.928781,101.0,235.0
101,2017-02-09 04:00:00,39 Av,R090,Astoria,NQ,NW,Astoria - Ditmars Blvd,Manhattan,BMT,Elevated,Q,Astoria,40.752882,-73.932755,65.0,81.0
102,2017-02-09 04:00:00,4 Av,R258,6th Av - Culver,DFGMNR,FG,Manhattan - Queens,Church Av - Coney Island,IND,Viaduct,Bk,Park Slope/Carroll Gardens,40.670272,-73.989779,57.0,73.0
103,2017-02-09 04:00:00,40 St,R261,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Woodside/Sunnyside,40.743781,-73.92401600000001,243.0,161.0
104,2017-02-09 04:00:00,42 St - Bryant Pk,R021,6th Av - Culver,BDFM7,BDFM,Uptown Bronx - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.754222,-73.984569,63.0,203.0
105,2017-02-09 04:00:00,42 St - Port Authority Bus Terminal,R010,8th Av - Fulton St,ACENQRS1237,ACE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.757308,-73.989735,831.0,811.0
106,2017-02-09 04:00:00,42 St - Port Authority Bus Terminal,R011,8th Av - Fulton St,ACENQRS1237,ACE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.757308,-73.989735,1698.0,675.0
107,2017-02-09 04:00:00,45 St,R232,4th Av,R,R,Manhattan,Bay Ridge - 95 St,BMT,Subway,Bk,Sunset Park,40.648939,-74.010006,315.0,107.0
108,2017-02-09 04:00:00,46 St,R223,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Woodside/Sunnyside,40.743132,-73.918435,664.0,254.0
109,2017-02-09 04:00:00,46 St,R267,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Astoria,40.756312,-73.913333,526.0,157.0
110,2017-02-09 04:00:00,47-50 Sts - Rockefeller Ctr,R020,6th Av - Culver,BDFM,BDFM,Uptown Bronx - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.758663,-73.981329,51.0,359.0
111,2017-02-09 04:00:00,49 St,R081,Broadway - Brighton,NQR,NRW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.759901,-73.984139,74.0,69.0
112,2017-02-09 04:00:00,5 Av,R054,Flushing,7BDFM,7,Queens,34 St - Hudson Yards,IRT,Subway,M,Clinton/Chelsea,40.753821,-73.98196300000001,83.0,69.0
113,2017-02-09 04:00:00,5 Av/53 St,R015,Queens Blvd,EM,EM,Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.760167,-73.975224,227.0,1528.0
114,2017-02-09 04:00:00,5 Av/59 St,R079,Astoria,NQR,NWR,Queens,Downtown Brooklyn,BMT,Subway,M,Upper West Side,40.764811,-73.973347,94.0,421.0
115,2017-02-09 04:00:00,5 Av/59 St,R081,Astoria,NQR,NWR,Queens,Downtown Brooklyn,BMT,Subway,M,Upper West Side,40.764811,-73.973347,183.0,261.0
116,2017-02-09 04:00:00,50 St,R116,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Clinton/Chelsea,40.761728000000005,-73.98384899999999,154.0,298.0
117,2017-02-09 04:00:00,50 St,R188,8th Av - Fulton St,CE,CE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.762456,-73.985984,202.0,301.0
118,2017-02-09 04:00:00,50 St,R234,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Borough Park,40.63626,-73.994791,115.0,47.0
119,2017-02-09 04:00:00,51 St,R049,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Stuyvesant Town/Turtle Bay,40.757107,-73.97192,72.0,295.0
120,2017-02-09 04:00:00,52 St,R327,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Woodside/Sunnyside,40.744149,-73.912549,458.0,147.0
121,2017-02-09 04:00:00,53 St,R233,4th Av,R,R,Manhattan,Bay Ridge - 95 St,BMT,Subway,Bk,Sunset Park,40.645069,-74.014034,399.0,123.0
122,2017-02-09 04:00:00,55 St,R247,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Borough Park,40.631435,-73.995476,90.0,3.0
123,2017-02-09 04:00:00,57 St,R302,6th Av - Culver,F,F,Uptown Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.763972,-73.97745,65.0,759.0
124,2017-02-09 04:00:00,57 St - 7 Av,R080,Broadway - Brighton,NQR,NQRW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.764664,-73.98065799999999,201.0,283.0
125,2017-02-09 04:00:00,59 St,R050,Lexington Av,456NQR,456,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Upper East Side,40.762526,-73.967967,94.0,613.0
126,2017-02-09 04:00:00,59 St,R051,Lexington Av,456NQR,456,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Upper East Side,40.762526,-73.967967,282.0,154.0
127,2017-02-09 04:00:00,59 St,R212,4th Av,NR,NR,Manhattan,Coney Island - Bay Ridge,BMT,Subway,Bk,Sunset Park,40.641362,-74.017881,571.0,142.0
128,2017-02-09 04:00:00,59 St - Columbus Circle,R084,8th Av - Fulton St,1ABCD,ABCD,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.768296,-73.981736,115.0,497.0
129,2017-02-09 04:00:00,59 St - Columbus Circle,R084,8th Av - Fulton St,ABCD1,ABCD,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.768296,-73.981736,189.0,262.0
130,2017-02-09 04:00:00,59 St - Columbus Circle,R084,Broadway - 7Av,1ABCD,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.768247,-73.98192900000001,85.0,163.0
131,2017-02-09 04:00:00,6 Av,R163,Canarsie,FLM123,L,8 Av,Brooklyn,BMT,Subway,M,Financial District,40.737335,-73.996786,33.0,34.0
132,2017-02-09 04:00:00,62 St,R398,"West End, Sea Beach",ND,DN,Manhattan Manhattan,Coney Island Coney Island,BMT,Elevated,Bk,Bensonhurst,40.625657,-73.996624,425.0,167.0
133,2017-02-09 04:00:00,63 Dr - Rego Park,R202,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Rego Park/Forest Hills,40.729846,-73.861604,431.0,80.0
134,2017-02-09 04:00:00,65 St,R340,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Woodside/Sunnyside,40.749669,-73.898453,300.0,68.0
135,2017-02-09 04:00:00,66 St - Lincoln Center,R164,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.77344,-73.982209,69.0,100.0
136,2017-02-09 04:00:00,67 Av,R219,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Rego Park/Forest Hills,40.726523,-73.852719,257.0,62.0
137,2017-02-09 04:00:00,68 St - Hunter College,R177,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Upper East Side,40.768141,-73.96387,132.0,537.0
138,2017-02-09 04:00:00,69 St,R347,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Woodside/Sunnyside,40.746325,-73.896403,373.0,163.0
139,2017-02-09 04:00:00,7 Av,R113,Queens Blvd,BDE,BDE,Uptown Bronx - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.762862,-73.981637,224.0,962.0
140,2017-02-09 04:00:00,7 Av,R171,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Subway,Bk,Crown Heights/Prospect Heights,40.67705,-73.972367,163.0,130.0
141,2017-02-09 04:00:00,71 St,R370,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.619589000000005,-73.998864,507.0,26.0
143,2017-02-09 04:00:00,72 St,R452,Broadway - 7Av,123,123,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Upper West Side,40.778453000000006,-73.98196999999999,537.0,780.0
144,2017-02-09 04:00:00,72 St,R570,Second Av,Q,Q,Uptown,Downtown Brooklyn,IND,Subway,M,Upper East Side,40.768799,-73.958424,332.0,1052.0
145,2017-02-09 04:00:00,74 St - Broadway,R018,Flushing,EFMR7,7,Flushing,Manhattan,IRT,Elevated,Q,Jackson Heights,40.746848,-73.89139399999999,96.0,83.0
146,2017-02-09 04:00:00,75 Av,R341,Queens Blvd,EF,EF,Jamaica,Manhattan,IND,Subway,Q,Rego Park/Forest Hills,40.718331,-73.837324,82.0,8.0
147,2017-02-09 04:00:00,75 St,R004,Jamaica,JZ,JZ,Jamaica,Manhattan,BMT,Elevated,Q,Kew Gardens/Woodhaven,40.691324,-73.867139,364.0,69.0
148,2017-02-09 04:00:00,77 St,R178,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Upper East Side,40.77362,-73.959874,428.0,1155.0
149,2017-02-09 04:00:00,77 St,R214,4th Av,R,R,Manhattan,95 St,BMT,Subway,Bk,Bay Ridge/Dyker Heights,40.629742,-74.02551,256.0,31.0
150,2017-02-09 04:00:00,79 St,R166,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.783934,-73.979917,153.0,150.0
151,2017-02-09 04:00:00,79 St,R371,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.613501,-74.00061,431.0,31.0
152,2017-02-09 04:00:00,8 Av,R175,Canarsie,ACEL,L,,Brooklyn,BMT,Subway,M,Financial District,40.739777,-74.002578,412.0,419.0
153,2017-02-09 04:00:00,8 Av,R390,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Sunset Park,40.635064,-74.011719,638.0,191.0
154,2017-02-09 04:00:00,8 St - NYU,R085,Broadway - Brighton,NR,RW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Financial District,40.730328,-73.99262900000001,118.0,91.0
155,2017-02-09 04:00:00,80 St,R383,Liberty Av,A,A,Manhattan,Lefferts - Rockaways,IND,Elevated,Q,South Ozone Park/Howard Beach,40.679371,-73.858992,516.0,91.0
156,2017-02-09 04:00:00,81 St - Museum of Natural History,R187,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.781433,-73.972143,129.0,186.0
157,2017-02-09 04:00:00,82 St - Jackson Hts,R096,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Jackson Heights,40.747659000000006,-73.883697,848.0,334.0
158,2017-02-09 04:00:00,85 St - Forest Pkwy,R005,Jamaica,J,J,Jamaica,Manhattan,BMT,Elevated,Q,Kew Gardens/Woodhaven,40.692435,-73.86001,487.0,29.0
159,2017-02-09 04:00:00,86 St,R167,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.788644,-73.976218,254.0,196.0
160,2017-02-09 04:00:00,86 St,R179,Lexington Av,456,456,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Upper East Side,40.779492,-73.955589,227.0,323.0
162,2017-02-09 04:00:00,86 St,R215,4th Av,R,R,Manhattan,95 St,BMT,Subway,Bk,Bay Ridge/Dyker Heights,40.622687,-74.028398,632.0,113.0
163,2017-02-09 04:00:00,86 St,R397,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Coney Island,40.592721,-73.97823000000001,81.0,67.0
164,2017-02-09 04:00:00,86 St,R571,Second Av,Q,Q,Uptown,Downtown Brooklyn,IND,Subway,M,Upper East Side,40.777891,-73.951787,420.0,136.0
165,2017-02-09 04:00:00,88 St,R384,Liberty Av,A,A,Manhattan,Lefferts - Rockaways,IND,Elevated,Q,Kew Gardens/Woodhaven,40.679843,-73.85146999999999,423.0,32.0
166,2017-02-09 04:00:00,9 Av,R368,West End,D,D,Manhattan,Coney Island,BMT,Open Cut,Bk,Sunset Park,40.646292,-73.994324,463.0,170.0
167,2017-02-09 04:00:00,9 St,R258,4th Av,DFGMNR,R,Manhattan,Bay Ridge - 95 St,BMT,Subway,Bk,Park Slope/Carroll Gardens,40.670847,-73.988302,80.0,117.0
168,2017-02-09 04:00:00,90 St - Elmhurst Av,R122,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Jackson Heights,40.748408000000005,-73.876613,1727.0,288.0
169,2017-02-09 04:00:00,96 St,R144,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Upper East Side,40.785672,-73.95107,527.0,316.0
170,2017-02-09 04:00:00,96 St,R168,Broadway - 7Av,123,123,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Upper West Side,40.793919,-73.972323,872.0,595.0
172,2017-02-09 04:00:00,96 St,R572,Second Av,Q,Q,,Downtown Brooklyn,IND,Subway,M,Upper East Side,40.784318,-73.947152,407.0,356.0
173,2017-02-09 04:00:00,Alabama Av,R433,Jamaica,J,J,Jamaica,Manhattan,BMT,Elevated,Bk,East New York/Starrett City,40.676992,-73.89865400000001,173.0,176.0
174,2017-02-09 04:00:00,Allerton Av,R362,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Morris Park/Bronxdale,40.865462,-73.867352,569.0,83.0
175,2017-02-09 04:00:00,Aqueduct - N Conduit Av,R357,Rockaway,A,A,Manhattan,Rockaways,IND,At Grade,Q,South Ozone Park/Howard Beach,40.668234000000005,-73.834058,146.0,53.0
176,2017-02-09 04:00:00,Aqueduct Racetrack,R464,Rockaway,A,A,Manhattan,Rockaways,IND,At Grade,Q,South Ozone Park/Howard Beach,40.672097,-73.83591899999999,153.0,12.0
177,2017-02-09 04:00:00,Astor Pl,R160,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Financial District,40.730054,-73.99107,237.0,233.0
178,2017-02-09 04:00:00,Astoria - Ditmars Blvd,R095,Astoria,NQ,NW,,Manhattan,BMT,Elevated,Q,Astoria,40.775036,-73.91203399999999,509.0,355.0
179,2017-02-09 04:00:00,Astoria Blvd,R094,Astoria,NQ,NW,Ditmars Blvd,Manhattan,BMT,Elevated,Q,Astoria,40.770258,-73.917843,365.0,189.0
180,2017-02-09 04:00:00,Atlantic Av,R348,Canarsie,L,L,Manhattan,Canarsie - Rockaway Parkway,BMT,Elevated,Bk,Brownsville,40.675345,-73.903097,100.0,35.0
181,2017-02-09 04:00:00,Atlantic Av - Barclays Ctr,R057,"4th Av, Broadway - Brighton",BDNQR2345,DNRBQ,Manhattan Manhattan,Coney Island - Bay Ridge Brighton Beach Coney Island,BMT,Subway,Bk,Park Slope/Carroll Gardens,40.684063,-73.97784999999999,170.0,186.0
182,2017-02-09 04:00:00,Atlantic Av - Barclays Ctr,R057,Eastern Pky,2345BDNQR,23,Manhattan,Flatbush - New Lots,IRT,Subway,Bk,Park Slope/Carroll Gardens,40.684359,-73.977666,467.0,287.0
183,2017-02-09 04:00:00,Avenue H,R263,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Flatbush/Midwood,40.62927,-73.961639,103.0,46.0
184,2017-02-09 04:00:00,Avenue I,R421,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Borough Park,40.625322,-73.976127,23.0,13.0
185,2017-02-09 04:00:00,Avenue J,R228,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Flatbush/Midwood,40.625039,-73.960803,172.0,52.0
186,2017-02-09 04:00:00,Avenue M,R229,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Flatbush/Midwood,40.617618,-73.959399,137.0,19.0
187,2017-02-09 04:00:00,Avenue N,R423,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Borough Park,40.61514,-73.974197,305.0,36.0
188,2017-02-09 04:00:00,Avenue P,R424,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Borough Park,40.608944,-73.973022,154.0,2.0
189,2017-02-09 04:00:00,Avenue U,R150,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Sheepshead Bay,40.5993,-73.955929,622.0,33.0
190,2017-02-09 04:00:00,Avenue U,R396,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Bensonhurst,40.597473,-73.979137,104.0,48.0
191,2017-02-09 04:00:00,Avenue U,R425,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Coney Island,40.596063,-73.973357,258.0,11.0
192,2017-02-09 04:00:00,Avenue X,R271,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Coney Island,40.58962,-73.97425,141.0,8.0
193,2017-02-09 04:00:00,Bay 50 St,R400,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Coney Island,40.588841,-73.983765,310.0,17.0
194,2017-02-09 04:00:00,Bay Pkwy,R374,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.601875,-73.993728,777.0,165.0
195,2017-02-09 04:00:00,Bay Pkwy,R422,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Borough Park,40.620769,-73.975264,110.0,20.0
196,2017-02-09 04:00:00,Bay Ridge - 95 St,R216,4th Av,R,R,Manhattan,,BMT,Subway,Bk,Bay Ridge/Dyker Heights,40.616622,-74.030876,271.0,48.0
197,2017-02-09 04:00:00,Bay Ridge Av,R213,4th Av,R,R,Manhattan,95 St,BMT,Subway,Bk,Bay Ridge/Dyker Heights,40.634967,-74.023377,368.0,41.0
198,2017-02-09 04:00:00,Baychester Av,R292,Dyre Av,5,5,Eastchester - Dyre Av,Manhattan,IRT,Open Cut,Bx,Throgs Neck/Co-op City,40.878663,-73.83859100000001,408.0,25.0
199,2017-02-09 04:00:00,Beach 105 St,R418,Rockaway,AS,AS,Manhattan,Rockaway Park,IND,Viaduct,Q,Rockaway/Broad Channel,40.583209,-73.827559,40.0,21.0
200,2017-02-09 04:00:00,Beach 25 St,R358,Rockaway,A,A,Manhattan,Far Rockaway,IND,Viaduct,Q,Rockaway/Broad Channel,40.600066,-73.761353,237.0,76.0
201,2017-02-09 04:00:00,Beach 36 St,R338,Rockaway,A,A,Manhattan,Far Rockaway,IND,Viaduct,Q,Rockaway/Broad Channel,40.595398,-73.768175,105.0,33.0
202,2017-02-09 04:00:00,Beach 44 St,R337,Rockaway,A,A,Manhattan,Far Rockaway,IND,Viaduct,Q,Rockaway/Broad Channel,40.592943,-73.776013,66.0,60.0
203,2017-02-09 04:00:00,Beach 60 St,R336,Rockaway,A,A,Manhattan,Far Rockaway,IND,Viaduct,Q,Rockaway/Broad Channel,40.592374,-73.788522,262.0,67.0
204,2017-02-09 04:00:00,Beach 67 St,R335,Rockaway,A,A,Manhattan,Far Rockaway,IND,Viaduct,Q,Rockaway/Broad Channel,40.590927,-73.796924,253.0,66.0
205,2017-02-09 04:00:00,Beach 90 St,R416,Rockaway,AS,AS,Manhattan,Rockaway Park,IND,Viaduct,Q,Rockaway/Broad Channel,40.588034,-73.813641,133.0,37.0
206,2017-02-09 04:00:00,Beach 98 St,R417,Rockaway,AS,AS,Manhattan,Rockaway Park,IND,Viaduct,Q,Rockaway/Broad Channel,40.585307,-73.82055799999999,68.0,25.0
207,2017-02-09 04:00:00,Bedford - Nostrand Avs,R269,Crosstown,G,G,Queens,Church Av,IND,Subway,Bk,Bedford Stuyvesant,40.689627,-73.95352199999999,182.0,122.0
208,2017-02-09 04:00:00,Bedford Av,R235,Canarsie,L,L,Manhattan,Canarsie - Rockaway Parkway,BMT,Subway,Bk,Greenpoint/Williamsburg,40.717304,-73.956872,236.0,460.0
209,2017-02-09 04:00:00,Bedford Park Blvd,R156,Concourse,BD,BD,Norwood - 205 St,Manhattan,IND,Subway,Bx,Kingsbridge Heights/Bedford,40.873244,-73.88713800000001,780.0,146.0
210,2017-02-09 04:00:00,Bedford Park Blvd - Lehman College,R183,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Riverdale/Fieldston,40.873412,-73.890064,448.0,151.0
211,2017-02-09 04:00:00,Bergen St,R058,Eastern Pky,23,23,Manhattan,Flatbush - New Lots,IRT,Subway,Bk,Park Slope/Carroll Gardens,40.680829,-73.975098,19.0,26.0
212,2017-02-09 04:00:00,Bergen St,R129,6th Av - Culver,FG,FG,Manhattan - Queens,Church Av - Coney Island,IND,Subway,Bk,Fort Greene/Brooklyn Heights,40.686145,-73.99086199999999,269.0,140.0
213,2017-02-09 04:00:00,Beverley Rd,R262,Broadway - Brighton,BQ,BQ,Manhattan,Brighton Beach Coney Island,BMT,Open Cut,Bk,Flatbush/Midwood,40.644031,-73.964492,171.0,71.0
214,2017-02-09 04:00:00,Beverly Rd,R210,Nostrand,25,25,Manhattan,Flatbush,IRT,Subway,Bk,East Flatbush,40.645098,-73.948959,376.0,20.0
215,2017-02-09 04:00:00,Bleecker St,R194,Lexington Av,6DF,6,Uptown Bronx,Downtown,IRT,Subway,M,Financial District,40.725915,-73.994659,96.0,73.0
216,2017-02-09 04:00:00,Borough Hall,R108,"Clark St, Eastern Pky",2345R,2345,Manhattan Manhattan,Flatbush - New Lots Flatbush - Utica,IRT,Subway,Bk,Fort Greene/Brooklyn Heights,40.6928115,-73.99007449999999,49.0,109.0
217,2017-02-09 04:00:00,Borough Hall,R108,"Clark St, Eastern Pky",R2345,2345,Manhattan Manhattan,Flatbush - New Lots Flatbush - Utica,IRT,Subway,Bk,Fort Greene/Brooklyn Heights,40.6928115,-73.99007449999999,0.0,0.0
218,2017-02-09 04:00:00,Botanic Garden,R412,Franklin Shuttle,S2345,S,Franklin Av,Prospect Park,BMT,Open Cut,Bk,South Crown Heights/Lefferts Gardens,40.670343,-73.959245,45.0,39.0
219,2017-02-09 04:00:00,Bowery,R311,Jamaica,JZ,JZ,Brooklyn,Broad St,BMT,Subway,M,Lower East Side/Chinatown,40.72028,-73.993915,69.0,43.0
220,2017-02-09 04:00:00,Bowling Green,R041,Lexington Av,45,45,Uptown Bronx,Brooklyn,IRT,Subway,M,Financial District,40.704817,-74.014065,251.0,130.0
221,2017-02-09 04:00:00,Bowling Green,R042,Lexington Av,45,45,Uptown Bronx,Brooklyn,IRT,Subway,M,Financial District,40.704817,-74.014065,72.0,132.0
222,2017-02-09 04:00:00,Briarwood - Van Wyck Blvd,R255,Queens Blvd,EF,EF,Jamaica,Manhattan,IND,Subway,Q,Kew Gardens/Woodhaven,40.709179,-73.820574,225.0,58.0
223,2017-02-09 04:00:00,Brighton Beach,R172,Broadway - Brighton,BQ,BQ,Manhattan,Coney Island,BMT,Elevated,Bk,Coney Island,40.577621,-73.961376,555.0,87.0
224,2017-02-09 04:00:00,Broad Channel,R415,Rockaway,AS,AS,Manhattan,Rockaways,IND,At Grade,Q,Rockaway/Broad Channel,40.608382,-73.815925,45.0,6.0
225,2017-02-09 04:00:00,Broad St,R125,Jamaica,JZ,JZ,Brooklyn,,BMT,Subway,M,Financial District,40.706476,-74.01105600000001,88.0,71.0
226,2017-02-09 04:00:00,Broadway,R092,Astoria,NQ,NW,Astoria - Ditmars Blvd,Manhattan,BMT,Elevated,Q,Astoria,40.76182,-73.925508,202.0,8.0
