Date,Hour,Station,DelayMinutes
2022-11-09,19,Nangang Exhibition Center,6.8
2022-11-09,20,Ximen,3.8
2022-11-09,20,Songshan Airport,9.9
2022-11-09,20,Tamsui,9.5
2022-11-09,20,Daqiaotou,5.0
2022-11-09,20,Xindian District Office,0.8
2022-11-09,21,Nanjing Fuxing,3.9
2022-11-09,21,Gongguan,14.6
2022-11-09,22,Xiaobitan,10.3
2022-11-09,22,Yuanshan,4.4
2022-11-09,22,Daqiaotou,1.4
2022-11-09,22,Wanlong,6.7
2022-11-09,23,Wanlong,1.7
2022-11-10,1,Jiantan,10.6
2022-11-10,3,Qizhang,4.4
2022-11-10,6,Nanjing Fuxing,1.5
2022-11-10,6,Gongguan,9.3
2022-11-10,6,Taipei Zoo,3.7
2022-11-10,7,Taipei City Hall,18.8
2022-11-10,7,Dongmen,28.6
2022-11-10,7,Da'an,14.1
2022-11-10,7,Nangang,6.4
2022-11-10,7,Songshan Airport,11.0
2022-11-10,7,Xiaobitan,3.7
2022-11-10,7,Wanlong,13.0
2022-11-10,7,Xindian District Office,8.0
2022-11-10,8,Ximen,2.8
2022-11-10,8,Guting,1.4
2022-11-10,8,Shilin,5.5
2022-11-10,8,Jiantan,16.9
2022-11-10,8,Zhishan,2.9
2022-11-10,8,Wanlong,8.4
2022-11-10,9,Taipei Main Station,25.0
2022-11-10,9,Songshan Airport,7.0
2022-11-10,9,Xindian District Office,6.6
2022-11-10,10,Zhongxiao Fuxing,2.4
2022-11-10,10,Jingmei,8.1
2022-11-10,11,Zhongxiao Fuxing,11.2
2022-11-10,11,Taipei City Hall,2.7
2022-11-10,11,Gongguan,0.4
2022-11-10,12,Gongguan,2.1
2022-11-10,12,Wanlong,5.6
2022-11-10,13,Songshan Airport,6.2
2022-11-10,14,Yongning,7.9
2022-11-10,15,Dongmen,2.2
2022-11-10,15,Shilin,3.1
2022-11-10,15,Nangang Exhibition Center,1.6
2022-11-10,16,Ximen,1.7
2022-11-10,16,Guting,1.5
2022-11-10,16,Gongguan,11.3
2022-11-10,16,Tamsui,6.9
2022-11-10,16,Nangang Exhibition Center,0.7
2022-11-10,17,Zhongxiao Fuxing,1.7
2022-11-10,17,Da'an,6.1
2022-11-10,17,Zhongshan,8.6
2022-11-10,17,Nangang,0.9
2022-11-10,17,Muzha,3.1
2022-11-10,18,Da'an,6.8
2022-11-10,18,Gongguan,15.4
2022-11-10,18,Jiantan,5.2
2022-11-10,18,Yuanshan,21.3
2022-11-10,18,Taipei Zoo,7.9
2022-11-10,19,Taipei Main Station,15.8
2022-11-10,19,Ximen,3.4
2022-11-10,19,Xindian District Office,9.6
2022-11-10,20,Gongguan,1.8
2022-11-10,20,Taipei Zoo,10.2
2022-11-10,21,Yongning,25.4
2022-11-10,21,Yuanshan,2.7
2022-11-10,21,Daqiaotou,3.1
2022-11-10,21,Wanlong,8.9
2022-11-10,22,Jingmei,13.4
2022-11-10,22,Xindian District Office,4.4
2022-11-10,23,Muzha,2.6
2022-11-10,23,Zhishan,2.4
2022-11-11,0,Zhongxiao Fuxing,14.2
2022-11-11,0,Taipei City Hall,2.7
2022-11-11,2,Yuanshan,2.4
2022-11-11,3,Guting,0.4
2022-11-11,3,Songshan Airport,8.1
2022-11-11,3,Xindian,1.2
2022-11-11,3,Tamsui,12.3
2022-11-11,4,Wanlong,3.7
2022-11-11,5,Taipei City Hall,3.4
2022-11-11,5,Nangang Exhibition Center,8.4
2022-11-11,6,Dongmen,7.5
2022-11-11,6,Yongning,7.0
2022-11-11,6,Muzha,0.7
2022-11-11,6,Beitou,2.9
2022-11-11,6,Xindian District Office,3.4
2022-11-11,7,Taipei Main Station,12.3
2022-11-11,7,Da'an,2.6
2022-11-11,7,Zhongshan,12.0
2022-11-11,7,Zhishan,3.6
2022-11-11,7,Jingmei,8.0
2022-11-11,8,Taipei City Hall,7.4
2022-11-11,8,Nanjing Fuxing,15.8
2022-11-11,8,Dongmen,20.4
2022-11-11,8,Songshan Airport,3.3
2022-11-11,8,Yuanshan,1.2
2022-11-11,8,Wanlong,5.1
2022-11-11,8,Xindian District Office,12.0
2022-11-11,8,Taipei Zoo,2.5
2022-11-11,9,Ximen,6.5
2022-11-11,9,Shilin,7.9
2022-11-11,9,Xindian District Office,9.5
2022-11-11,9,Taipei Zoo,3.5
2022-11-11,10,Wanlong,3.8
2022-11-11,10,Jingmei,0.7
2022-11-11,10,Taipei Zoo,4.3
2022-11-11,11,Da'an,3.0
2022-11-11,11,Beitou,4.5
2022-11-11,11,Wanlong,2.3
2022-11-11,11,Qizhang,3.9
2022-11-11,12,Taipei Main Station,2.5
2022-11-11,12,Songshan Airport,5.1
2022-11-11,12,Tamsui,8.7
2022-11-11,12,Xiaobitan,2.0
2022-11-11,13,Taipei Main Station,5.5
2022-11-11,14,Taipei Main Station,5.1
2022-11-11,14,Zhongxiao Fuxing,8.6
2022-11-11,14,Taipei City Hall,1.7
2022-11-11,14,Xindian,1.5
2022-11-11,14,Tamsui,6.9
2022-11-11,15,Da'an,1.2
2022-11-11,15,Daqiaotou,2.3
2022-11-11,15,Qizhang,11.9
2022-11-11,16,Banqiao,12.6
2022-11-11,16,Da'an,0.9
2022-11-11,16,Xiaobitan,9.5
2022-11-11,17,Ximen,7.2
2022-11-11,17,Taipei City Hall,3.7
2022-11-11,17,Xiaobitan,1.7
2022-11-11,17,Zhishan,11.0
2022-11-11,17,Daqiaotou,4.1
2022-11-11,18,Taipei City Hall,11.8
2022-11-11,18,Nanjing Fuxing,12.6
2022-11-11,18,Shilin,16.6
2022-11-11,18,Beitou,16.6
2022-11-11,18,Xiaobitan,11.7
2022-11-11,18,Zhishan,14.4
2022-11-11,18,Daqiaotou,15.0
2022-11-11,18,Nangang Exhibition Center,12.9
2022-11-11,19,Yongning,3.8
2022-11-11,19,Nangang,25.9
2022-11-11,19,Beitou,10.9
2022-11-11,19,Jingmei,5.1
2022-11-11,19,Taipei Zoo,7.7
2022-11-11,20,Zhongxiao Fuxing,2.9
2022-11-11,20,Gongguan,3.1
2022-11-11,20,Xindian,0.8
2022-11-11,20,Zhishan,8.6
2022-11-11,20,Wanlong,8.4
2022-11-11,21,Gongguan,1.9
2022-11-11,22,Dongmen,6.4
2022-11-11,22,Yongning,2.3
2022-11-11,22,Nangang,4.7
2022-11-12,0,Jiantan,4.3
2022-11-12,1,Nangang,6.9
2022-11-12,1,Beitou,1.9
2022-11-12,2,Guting,2.4
2022-11-12,3,Ximen,5.6
2022-11-12,3,Jiantan,4.0
2022-11-12,4,Xindian District Office,2.0
2022-11-12,5,Xiaobitan,7.6
2022-11-12,6,Jiantan,2.1
2022-11-12,6,Xindian District Office,2.6
2022-11-12,7,Taipei Main Station,5.0
2022-11-12,7,Shilin,7.5
2022-11-12,7,Nangang,9.4
2022-11-12,7,Songshan Airport,11.9
2022-11-12,8,Gongguan,5.3
2022-11-12,8,Beitou,0.9
2022-11-12,8,Tamsui,3.3
2022-11-12,8,Yuanshan,2.0
2022-11-12,8,Daqiaotou,8.2
2022-11-12,9,Zhongxiao Fuxing,11.8
2022-11-12,9,Gongguan,1.3
2022-11-12,9,Qizhang,2.4
2022-11-12,9,Xindian District Office,1.5
2022-11-12,10,Nangang,5.7
2022-11-12,10,Beitou,18.2
2022-11-12,10,Yuanshan,0.6
2022-11-12,10,Zhishan,8.0
2022-11-12,11,Nangang,4.3
2022-11-12,11,Tamsui,5.9
2022-11-12,11,Zhishan,13.5
2022-11-12,12,Taipei Main Station,9.9
2022-11-12,12,Zhongxiao Fuxing,3.5
2022-11-12,12,Nanjing Fuxing,4.1
2022-11-12,12,Jiantan,3.1
2022-11-12,12,Tamsui,8.2
2022-11-12,12,Yuanshan,5.9
2022-11-12,13,Da'an,5.8
2022-11-12,13,Tamsui,7.1
2022-11-12,13,Yuanshan,4.6
2022-11-12,13,Taipei Zoo,5.8
2022-11-12,14,Nangang,2.8
2022-11-12,14,Beitou,1.4
2022-11-12,14,Tamsui,7.2
2022-11-12,14,Zhishan,1.3
2022-11-12,14,Xindian District Office,7.1
2022-11-12,15,Dongmen,10.9
2022-11-12,15,Xindian,1.8
2022-11-12,15,Beitou,6.7
2022-11-12,15,Daqiaotou,7.0
2022-11-12,15,Nangang Exhibition Center,4.3
2022-11-12,16,Zhongshan,11.1
2022-11-12,16,Beitou,13.4
2022-11-12,16,Wanlong,2.6
2022-11-12,16,Taipei Zoo,3.7
2022-11-12,17,Taipei Main Station,3.1
2022-11-12,17,Songshan Airport,3.8
2022-11-12,18,Zhongxiao Fuxing,4.0
2022-11-12,18,Qizhang,2.3
2022-11-12,19,Taipei City Hall,5.8
2022-11-12,19,Gongguan,19.0
2022-11-12,20,Taipei City Hall,10.0
2022-11-12,20,Muzha,15.4
2022-11-12,20,Yuanshan,6.9
2022-11-12,20,Jingmei,1.5
2022-11-12,23,Taipei City Hall,5.7
2022-11-13,0,Taipei City Hall,3.0
2022-11-13,1,Nangang,8.8
2022-11-13,4,Taipei City Hall,1.8
2022-11-13,4,Nanjing Fuxing,0.1
2022-11-13,4,Guting,0.7
2022-11-13,4,Taipei Zoo,1.5
2022-11-13,7,Da'an,6.1
2022-11-13,7,Wanlong,4.7
2022-11-13,7,Xindian District Office,9.5
2022-11-13,8,Zhishan,3.3
2022-11-13,9,Guting,0.9
2022-11-13,9,Yuanshan,12.4
2022-11-13,9,Zhishan,30.4
2022-11-13,9,Qizhang,10.2
2022-11-13,9,Xindian District Office,3.5
2022-11-13,10,Nanjing Fuxing,4.5
2022-11-13,10,Xiaobitan,3.9
2022-11-13,10,Yuanshan,8.6
2022-11-13,10,Jingmei,4.7
2022-11-13,11,Yongning,12.9
2022-11-13,11,Muzha,11.1
2022-11-13,12,Jiantan,14.1
2022-11-13,12,Xindian,7.1
2022-11-13,12,Muzha,13.8
2022-11-13,12,Wanlong,11.5
2022-11-13,12,Xindian District Office,7.5
2022-11-13,12,Nangang Exhibition Center,7.4
2022-11-13,13,Ximen,4.0
2022-11-13,13,Muzha,2.3
2022-11-13,13,Tamsui,2.6
2022-11-13,13,Zhishan,4.5
2022-11-13,14,Xindian District Office,3.4
2022-11-13,14,Nangang Exhibition Center,1.3
2022-11-13,15,Guting,4.2
2022-11-13,15,Da'an,12.8
2022-11-13,15,Shilin,4.7
2022-11-13,15,Songshan Airport,5.2
2022-11-13,15,Yuanshan,5.1
2022-11-13,15,Xindian District Office,10.0
2022-11-13,16,Banqiao,16.3
2022-11-13,16,Tamsui,6.1
2022-11-13,17,Taipei Main Station,15.7
2022-11-13,17,Zhongshan,9.6
2022-11-13,17,Nangang,4.4
2022-11-13,17,Xiaobitan,10.4
2022-11-13,17,Daqiaotou,10.2
2022-11-13,17,Jingmei,5.9
2022-11-13,17,Nangang Exhibition Center,18.9
2022-11-13,18,Xindian,11.7
2022-11-13,18,Muzha,3.2
2022-11-13,19,Zhongshan,10.3
2022-11-13,20,Taipei City Hall,9.2
2022-11-13,20,Guting,7.7
2022-11-13,21,Shilin,2.4
2022-11-13,22,Zhongshan,3.6
2022-11-13,22,Xindian District Office,1.4
2022-11-14,0,Wanlong,3.6
2022-11-14,1,Beitou,2.3
2022-11-14,1,Yuanshan,2.5
2022-11-14,1,Daqiaotou,5.0
2022-11-14,3,Da'an,2.7
2022-11-14,5,Tamsui,4.1
2022-11-14,7,Banqiao,5.0
2022-11-14,7,Yongning,4.8
2022-11-14,8,Taipei Main Station,9.7
2022-11-14,8,Banqiao,20.0
2022-11-14,8,Dongmen,0.3
2022-11-14,8,Gongguan,4.2
2022-11-14,8,Jiantan,6.2
2022-11-14,8,Xindian,12.5
2022-11-14,8,Muzha,5.4
2022-11-14,8,Xindian District Office,12.3
2022-11-14,8,Taipei Zoo,8.1
2022-11-14,9,Taipei City Hall,10.1
2022-11-14,9,Shilin,1.0
2022-11-14,9,Gongguan,2.8
2022-11-14,9,Beitou,1.9
2022-11-14,9,Daqiaotou,8.8
2022-11-14,9,Qizhang,5.9
2022-11-14,10,Qizhang,6.2
2022-11-14,11,Nangang,2.2
2022-11-14,11,Zhishan,3.6
2022-11-14,11,Wanlong,6.7
2022-11-14,12,Dongmen,3.0
2022-11-14,12,Da'an,2.3
2022-11-14,12,Taipei Zoo,1.7
2022-11-14,13,Taipei Main Station,11.2
2022-11-14,13,Tamsui,3.7
2022-11-14,14,Zhongshan,15.1
2022-11-14,14,Shilin,6.7
2022-11-14,14,Beitou,3.5
2022-11-14,15,Daqiaotou,6.4
2022-11-14,15,Jingmei,5.9
2022-11-14,16,Ximen,10.2
2022-11-14,16,Wanlong,5.3
2022-11-14,16,Xindian District Office,6.4
2022-11-14,16,Nangang Exhibition Center,2.1
2022-11-14,17,Ximen,4.5
2022-11-14,17,Zhongshan,8.3
2022-11-14,17,Wanlong,6.8
2022-11-14,18,Gongguan,2.4
2022-11-14,18,Tamsui,21.9
2022-11-14,18,Yuanshan,14.4
2022-11-14,18,Zhishan,3.0
2022-11-14,19,Banqiao,2.0
2022-11-14,19,Guting,8.7
2022-11-14,19,Dongmen,10.2
2022-11-14,19,Qizhang,2.0
2022-11-14,19,Xindian District Office,7.7
2022-11-14,19,Nangang Exhibition Center,11.0
2022-11-14,19,Taipei Zoo,7.9
2022-11-14,20,Nangang,2.0
2022-11-14,20,Beitou,6.7
2022-11-14,20,Tamsui,11.2
2022-11-14,21,Taipei Main Station,2.5
2022-11-14,21,Ximen,7.2
2022-11-14,21,Taipei City Hall,3.2
2022-11-14,21,Dongmen,2.0
2022-11-14,21,Xiaobitan,3.6
2022-11-14,21,Wanlong,3.1
2022-11-14,22,Banqiao,4.9
2022-11-14,22,Dongmen,4.1
2022-11-14,22,Da'an,0.6
2022-11-14,22,Gongguan,3.9
2022-11-14,22,Xindian District Office,0.6
2022-11-14,23,Da'an,4.7
2022-11-14,23,Daqiaotou,2.5
2022-11-15,1,Zhishan,13.0
2022-11-15,2,Guting,6.1
2022-11-15,3,Jiantan,1.9
2022-11-15,3,Beitou,13.0
2022-11-15,4,Da'an,1.3
2022-11-15,5,Wanlong,4.8
2022-11-15,6,Zhongshan,4.8
2022-11-15,6,Jingmei,5.1
2022-11-15,7,Ximen,9.3
2022-11-15,7,Nangang,24.9
2022-11-15,7,Wanlong,4.2
2022-11-15,8,Banqiao,3.2
2022-11-15,8,Nanjing Fuxing,21.5
2022-11-15,8,Shilin,6.4
2022-11-15,8,Gongguan,6.7
2022-11-15,8,Xiaobitan,3.9
2022-11-15,8,Wanlong,4.9
2022-11-15,9,Zhongxiao Fuxing,11.1
2022-11-15,9,Banqiao,6.3
2022-11-15,9,Zhongshan,9.9
2022-11-15,9,Gongguan,15.0
2022-11-15,9,Tamsui,5.7
2022-11-15,10,Beitou,3.5
2022-11-15,10,Yuanshan,5.9
2022-11-15,10,Taipei Zoo,2.6
2022-11-15,11,Taipei City Hall,9.6
2022-11-15,11,Muzha,8.4
2022-11-15,12,Zhongxiao Fuxing,6.2
2022-11-15,13,Ximen,1.6
2022-11-15,13,Guting,8.4
2022-11-15,13,Songshan Airport,15.1
2022-11-15,13,Jiantan,5.1
2022-11-15,13,Qizhang,22.1
2022-11-15,14,Shilin,0.1
2022-11-15,14,Yuanshan,2.8
2022-11-15,15,Ximen,8.2
2022-11-15,15,Taipei City Hall,7.6
2022-11-15,15,Nanjing Fuxing,1.3
2022-11-15,15,Shilin,21.0
2022-11-15,15,Zhishan,5.4
2022-11-15,16,Taipei City Hall,13.5
2022-11-15,16,Gongguan,12.3
2022-11-15,16,Tamsui,5.1
2022-11-15,16,Wanlong,2.8
2022-11-15,16,Taipei Zoo,7.0
2022-11-15,17,Zhongxiao Fuxing,5.4
2022-11-15,17,Xindian,10.3
2022-11-15,17,Xiaobitan,9.1
2022-11-15,17,Daqiaotou,5.2
2022-11-15,17,Nangang Exhibition Center,9.1
2022-11-15,18,Banqiao,9.3
2022-11-15,18,Dongmen,12.4
2022-11-15,18,Da'an,5.7
2022-11-15,18,Yongning,10.8
2022-11-15,18,Jiantan,11.8
2022-11-15,18,Tamsui,9.3
2022-11-15,18,Xiaobitan,5.0
2022-11-15,18,Daqiaotou,10.4
2022-11-15,18,Wanlong,8.5
2022-11-15,19,Taipei Main Station,4.2
2022-11-15,19,Taipei City Hall,9.5
2022-11-15,19,Guting,9.7
2022-11-15,19,Shilin,20.3
2022-11-15,19,Xindian,7.2
2022-11-15,19,Zhishan,17.1
2022-11-15,19,Nangang Exhibition Center,2.3
2022-11-15,20,Nangang,10.5
2022-11-15,20,Xindian,6.0
2022-11-15,20,Tamsui,4.5
2022-11-15,21,Songshan Airport,17.1
2022-11-15,22,Taipei City Hall,5.0
2022-11-15,22,Zhongshan,8.8
2022-11-15,22,Yongning,2.7
2022-11-15,22,Songshan Airport,5.6
2022-11-15,22,Qizhang,6.5
2022-11-15,23,Shilin,0.3
2022-11-16,0,Yuanshan,0.6
2022-11-16,1,Zhongxiao Fuxing,2.8
2022-11-16,1,Da'an,3.6
2022-11-16,3,Taipei City Hall,7.3
2022-11-16,3,Jingmei,7.4
2022-11-16,6,Zhongxiao Fuxing,1.3
2022-11-16,6,Da'an,0.7
2022-11-16,6,Gongguan,4.3
2022-11-16,7,Zhongxiao Fuxing,4.6
2022-11-16,7,Banqiao,8.5
2022-11-16,7,Taipei City Hall,5.6
2022-11-16,7,Zhongshan,9.8
2022-11-16,7,Yuanshan,3.7
2022-11-16,7,Wanlong,2.6
2022-11-16,7,Nangang Exhibition Center,9.0
2022-11-16,8,Zhongxiao Fuxing,1.9
2022-11-16,8,Taipei City Hall,7.4
2022-11-16,8,Gongguan,3.0
2022-11-16,8,Nangang,12.0
2022-11-16,8,Songshan Airport,11.6
2022-11-16,8,Xindian,4.5
2022-11-16,8,Muzha,7.9
2022-11-16,8,Xiaobitan,21.1
2022-11-16,8,Jingmei,6.2
2022-11-16,8,Qizhang,4.2
2022-11-16,9,Gongguan,11.1
2022-11-16,9,Tamsui,9.2
2022-11-16,9,Yuanshan,36.7
2022-11-16,9,Daqiaotou,4.0
2022-11-16,10,Taipei City Hall,12.5
2022-11-16,10,Nangang,6.5
2022-11-16,10,Muzha,14.0
2022-11-16,11,Taipei City Hall,9.9
2022-11-16,11,Yongning,8.3
2022-11-16,11,Xindian District Office,0.2
2022-11-16,12,Taipei Main Station,11.3
2022-11-16,12,Xindian,5.6
2022-11-16,12,Yuanshan,17.4
2022-11-16,12,Qizhang,3.3
2022-11-16,13,Ximen,3.2
2022-11-16,13,Zhishan,9.0
2022-11-16,14,Xindian District Office,8.2
2022-11-16,14,Nangang Exhibition Center,9.1
2022-11-16,15,Guting,3.4
2022-11-16,15,Dongmen,3.7
2022-11-16,15,Yongning,8.8
2022-11-16,15,Songshan Airport,7.5
2022-11-16,15,Muzha,4.4
2022-11-16,15,Yuanshan,7.8
2022-11-16,15,Wanlong,3.8
2022-11-16,15,Qizhang,6.8
2022-11-16,16,Zhongxiao Fuxing,2.1
2022-11-16,16,Ximen,4.7
2022-11-16,16,Nanjing Fuxing,1.8
2022-11-16,16,Yongning,6.3
2022-11-16,17,Ximen,22.2
2022-11-16,17,Gongguan,8.8
2022-11-16,17,Nangang,2.7
2022-11-16,17,Xindian,16.1
2022-11-16,17,Qizhang,11.6
2022-11-16,17,Xindian District Office,11.5
2022-11-16,18,Nangang,17.4
2022-11-16,18,Muzha,4.4
2022-11-16,18,Daqiaotou,5.1
2022-11-16,18,Nangang Exhibition Center,12.7
2022-11-16,19,Banqiao,16.7
2022-11-16,19,Shilin,6.0
2022-11-16,19,Qizhang,20.6
2022-11-16,20,Nanjing Fuxing,3.9
2022-11-16,20,Jiantan,7.9
2022-11-16,20,Xindian,18.6
2022-11-16,20,Jingmei,4.0
2022-11-16,20,Qizhang,3.8
2022-11-16,21,Nanjing Fuxing,1.9
2022-11-16,21,Gongguan,5.3
2022-11-16,21,Jiantan,1.5
2022-11-16,21,Yuanshan,3.1
2022-11-16,21,Zhishan,2.2
2022-11-16,21,Wanlong,5.2
2022-11-16,22,Shilin,3.5
2022-11-16,22,Daqiaotou,4.1
2022-11-16,22,Xindian District Office,2.8
2022-11-16,23,Taipei City Hall,1.5
2022-11-16,23,Nanjing Fuxing,7.7
2022-11-17,2,Beitou,2.9
2022-11-17,3,Taipei Zoo,6.9
2022-11-17,4,Daqiaotou,2.0
2022-11-17,5,Zhishan,4.9
2022-11-17,6,Zhongxiao Fuxing,2.2
2022-11-17,6,Zhishan,3.8
2022-11-17,7,Banqiao,8.0
2022-11-17,7,Taipei City Hall,5.3
2022-11-17,7,Beitou,11.9
2022-11-17,7,Xiaobitan,10.5
2022-11-17,7,Zhishan,12.5
2022-11-17,8,Zhongxiao Fuxing,15.7
2022-11-17,8,Nanjing Fuxing,1.3
2022-11-17,8,Da'an,10.0
2022-11-17,8,Shilin,19.4
2022-11-17,8,Nangang,4.0
2022-11-17,8,Xiaobitan,2.7
2022-11-17,8,Jingmei,4.3
2022-11-17,9,Nanjing Fuxing,3.1
2022-11-17,9,Gongguan,6.2
2022-11-17,9,Yongning,6.7
2022-11-17,9,Nangang,3.1
2022-11-17,9,Jingmei,6.8
2022-11-17,10,Dongmen,1.5
2022-11-17,10,Jingmei,9.6
2022-11-17,11,Taipei Main Station,1.6
2022-11-17,11,Yuanshan,11.3
2022-11-17,12,Ximen,7.1
2022-11-17,12,Zhongshan,0.9
2022-11-17,12,Shilin,3.0
2022-11-17,12,Xiaobitan,14.6
2022-11-17,12,Qizhang,19.9
2022-11-17,12,Xindian District Office,6.9
2022-11-17,13,Banqiao,6.8
2022-11-17,13,Nangang,5.6
2022-11-17,13,Nangang Exhibition Center,2.7
2022-11-17,14,Zhongxiao Fuxing,13.0
2022-11-17,14,Gongguan,6.0
2022-11-17,15,Xiaobitan,2.2
2022-11-17,15,Yuanshan,1.3
2022-11-17,16,Banqiao,8.4
2022-11-17,16,Nanjing Fuxing,11.2
2022-11-17,16,Xindian,8.2
2022-11-17,16,Xiaobitan,4.8
2022-11-17,16,Daqiaotou,2.5
2022-11-17,17,Zhongxiao Fuxing,16.7
2022-11-17,17,Xiaobitan,3.1
2022-11-17,17,Qizhang,2.3
2022-11-17,18,Zhongxiao Fuxing,5.4
2022-11-17,18,Jiantan,1.6
2022-11-17,18,Beitou,19.5
2022-11-17,18,Tamsui,15.5
2022-11-17,18,Yuanshan,10.4
2022-11-17,18,Wanlong,8.9
2022-11-17,18,Jingmei,16.1
2022-11-17,18,Nangang Exhibition Center,5.1
2022-11-17,19,Dongmen,7.2
2022-11-17,19,Gongguan,3.1
2022-11-17,19,Jiantan,11.1
2022-11-17,19,Xiaobitan,3.9
2022-11-17,19,Yuanshan,2.9
2022-11-17,19,Nangang Exhibition Center,10.9
2022-11-17,20,Tamsui,7.8
2022-11-17,20,Daqiaotou,8.4
2022-11-17,20,Qizhang,7.3
2022-11-17,20,Xindian District Office,5.5
2022-11-17,20,Nangang Exhibition Center,17.6
2022-11-17,21,Taipei Main Station,2.9
2022-11-17,21,Banqiao,4.9
2022-11-17,21,Xindian,10.5
2022-11-17,21,Jingmei,6.1
2022-11-17,22,Shilin,14.8
2022-11-17,22,Muzha,3.5
2022-11-18,0,Guting,0.5
2022-11-18,0,Songshan Airport,2.2
2022-11-18,0,Jiantan,4.5
2022-11-18,0,Taipei Zoo,4.6
2022-11-18,1,Zhishan,4.8
2022-11-18,2,Nanjing Fuxing,4.9
2022-11-18,3,Qizhang,5.6
2022-11-18,7,Ximen,13.7
2022-11-18,7,Guting,6.9
2022-11-18,7,Songshan Airport,4.5
2022-11-18,7,Jiantan,16.6
2022-11-18,7,Xiaobitan,5.9
2022-11-18,7,Yuanshan,17.8
2022-11-18,7,Jingmei,5.0
2022-11-18,7,Xindian District Office,1.1
2022-11-18,8,Ximen,5.3
2022-11-18,8,Guting,7.1
2022-11-18,8,Da'an,11.5
2022-11-18,8,Shilin,10.4
2022-11-18,8,Jiantan,3.2
2022-11-18,8,Tamsui,14.8
2022-11-18,8,Yuanshan,10.4
2022-11-18,8,Taipei Zoo,26.0
2022-11-18,9,Banqiao,2.8
2022-11-18,9,Guting,11.6
2022-11-18,9,Shilin,16.6
2022-11-18,9,Yongning,3.7
2022-11-18,9,Xiaobitan,7.1
2022-11-18,9,Yuanshan,8.2
2022-11-18,9,Daqiaotou,7.3
2022-11-18,9,Wanlong,6.6
2022-11-18,10,Taipei Main Station,13.4
2022-11-18,10,Ximen,6.3
2022-11-18,10,Banqiao,4.1
2022-11-18,10,Muzha,5.5
2022-11-18,10,Tamsui,11.2
2022-11-18,10,Daqiaotou,2.8
2022-11-18,10,Wanlong,1.1
2022-11-18,10,Xindian District Office,4.9
2022-11-18,10,Nangang Exhibition Center,9.7
2022-11-18,11,Taipei Main Station,3.8
2022-11-18,11,Zhongxiao Fuxing,11.3
2022-11-18,11,Shilin,6.0
2022-11-18,11,Xiaobitan,7.6
2022-11-18,11,Daqiaotou,2.1
2022-11-18,12,Jingmei,4.7
2022-11-18,13,Zhongxiao Fuxing,22.4
2022-11-18,13,Zhongshan,10.5
2022-11-18,13,Xindian District Office,3.1
2022-11-18,14,Ximen,7.6
2022-11-18,14,Muzha,11.6
2022-11-18,15,Nanjing Fuxing,1.9
2022-11-18,15,Qizhang,14.0
2022-11-18,16,Banqiao,15.3
2022-11-18,16,Dongmen,29.9
2022-11-18,16,Gongguan,7.3
2022-11-18,17,Ximen,17.1
2022-11-18,17,Nangang,4.5
2022-11-18,17,Jingmei,6.5
2022-11-18,18,Nanjing Fuxing,24.8
2022-11-18,18,Guting,18.8
2022-11-18,18,Da'an,4.5
2022-11-18,18,Gongguan,9.2
2022-11-18,18,Yongning,13.3
2022-11-18,18,Tamsui,22.9
2022-11-18,19,Ximen,3.5
2022-11-18,19,Beitou,8.0
2022-11-18,19,Jingmei,9.8
2022-11-18,20,Guting,1.7
2022-11-18,20,Gongguan,1.1
2022-11-18,20,Xindian District Office,7.8
2022-11-18,21,Taipei Main Station,4.5
2022-11-18,21,Zhongxiao Fuxing,10.5
2022-11-18,21,Zhishan,2.0
2022-11-18,22,Taipei Main Station,0.7
2022-11-18,22,Muzha,12.6
2022-11-18,22,Yuanshan,6.9
2022-11-19,0,Shilin,2.4
2022-11-19,0,Xiaobitan,7.1
2022-11-19,0,Xindian District Office,0.7
2022-11-19,1,Jingmei,3.8
2022-11-19,2,Gongguan,4.9
2022-11-19,4,Qizhang,15.4
2022-11-19,5,Zhongxiao Fuxing,6.1
2022-11-19,6,Da'an,1.9
2022-11-19,7,Yuanshan,8.4
2022-11-19,8,Tamsui,4.3
2022-11-19,9,Banqiao,4.1
2022-11-19,9,Taipei City Hall,4.9
2022-11-19,9,Shilin,7.7
2022-11-19,10,Ximen,1.5
2022-11-19,10,Banqiao,1.2
2022-11-19,10,Nangang,8.1
2022-11-19,10,Xiaobitan,4.6
2022-11-19,10,Zhishan,8.3
2022-11-19,10,Daqiaotou,7.5
2022-11-19,11,Guting,11.7
2022-11-19,11,Jiantan,2.9
2022-11-19,11,Tamsui,5.1
2022-11-19,11,Wanlong,1.2
2022-11-19,12,Shilin,1.0
2022-11-19,12,Yongning,4.2
2022-11-19,12,Jiantan,15.8
2022-11-19,12,Xindian,4.6
2022-11-19,13,Da'an,1.8
2022-11-19,13,Beitou,2.8
2022-11-19,13,Xiaobitan,16.0
2022-11-19,14,Zhongshan,5.6
2022-11-19,14,Muzha,7.4
2022-11-19,14,Xiaobitan,2.1
2022-11-19,14,Yuanshan,8.3
2022-11-19,14,Qizhang,4.2
2022-11-19,15,Zhongxiao Fuxing,4.2
2022-11-19,15,Banqiao,13.0
2022-11-19,15,Nanjing Fuxing,10.5
2022-11-19,15,Shilin,3.6
2022-11-19,15,Tamsui,4.8
2022-11-19,15,Xiaobitan,9.4
