Date,Hour,Station,Entries,Exits
2022-09-07,14,Shilin,1161,1035
2022-09-07,14,Gongguan,1054,1020
2022-09-07,14,Yongning,956,932
2022-09-07,14,Nangang,937,964
2022-09-07,14,Songshan Airport,916,909
2022-09-07,14,Jiantan,859,785
2022-09-07,14,Xindian,853,776
2022-09-07,14,Muzha,692,649
2022-09-07,14,Beitou,599,547
2022-09-07,14,Tamsui,642,635
2022-09-07,14,Xiaobitan,295,294
2022-09-07,14,Yuanshan,531,533
2022-09-07,14,Zhishan,433,439
2022-09-07,14,Daqiaotou,463,403
2022-09-07,14,Wanlong,511,507
2022-09-07,14,Jingmei,545,551
2022-09-07,14,Qizhang,386,365
2022-09-07,14,Xindian District Office,436,476
2022-09-07,14,Nangang Exhibition Center,668,666
2022-09-07,14,Taipei Zoo,378,358
2022-09-07,15,Taipei Main Station,3946,4035
2022-09-07,15,Zhongxiao Fuxing,2708,2606
2022-09-07,15,Ximen,2395,2173
2022-09-07,15,Banqiao,2310,2088
2022-09-07,15,Taipei City Hall,2145,1999
2022-09-07,15,Nanjing Fuxing,1729,1634
2022-09-07,15,Guting,1591,1511
2022-09-07,15,Dongmen,1416,1424
2022-09-07,15,Da'an,1318,1111
2022-09-07,15,Zhongshan,1302,1233
2022-09-07,15,Shilin,1218,1047
2022-09-07,15,Gongguan,1090,1095
2022-09-07,15,Yongning,987,947
2022-09-07,15,Nangang,1056,1009
2022-09-07,15,Songshan Airport,972,904
2022-09-07,15,Jiantan,835,811
2022-09-07,15,Xindian,799,816
2022-09-07,15,Muzha,703,719
2022-09-07,15,Beitou,664,615
2022-09-07,15,Tamsui,687,666
2022-09-07,15,Xiaobitan,314,311
2022-09-07,15,Yuanshan,546,528
2022-09-07,15,Zhishan,496,409
2022-09-07,15,Daqiaotou,498,475
2022-09-07,15,Wanlong,534,546
2022-09-07,15,Jingmei,536,526
2022-09-07,15,Qizhang,407,353
2022-09-07,15,Xindian District Office,490,410
2022-09-07,15,Nangang Exhibition Center,844,763
2022-09-07,15,Taipei Zoo,402,411
2022-09-07,16,Taipei Main Station,4714,4402
2022-09-07,16,Zhongxiao Fuxing,3219,3228
2022-09-07,16,Ximen,2846,2616
2022-09-07,16,Banqiao,2628,2524
2022-09-07,16,Taipei City Hall,2514,2309
2022-09-07,16,Nanjing Fuxing,2048,1991
2022-09-07,16,Guting,1866,1905
2022-09-07,16,Dongmen,1729,1620
2022-09-07,16,Da'an,1571,1497
2022-09-07,16,Zhongshan,1514,1426
2022-09-07,16,Shilin,1410,1417
2022-09-07,16,Gongguan,1360,1279
2022-09-07,16,Yongning,1234,1235
2022-09-07,16,Nangang,1244,1158
2022-09-07,16,Songshan Airport,1116,1072
2022-09-07,16,Jiantan,1073,1015
2022-09-07,16,Xindian,1084,1090
2022-09-07,16,Muzha,890,822
2022-09-07,16,Beitou,745,691
2022-09-07,16,Tamsui,864,813
2022-09-07,16,Xiaobitan,389,355
2022-09-07,16,Yuanshan,697,630
2022-09-07,16,Zhishan,557,525
2022-09-07,16,Daqiaotou,539,505
2022-09-07,16,Wanlong,641,598
2022-09-07,16,Jingmei,667,701
2022-09-07,16,Qizhang,457,451
2022-09-07,16,Xindian District Office,613,562
2022-09-07,16,Nangang Exhibition Center,943,925
2022-09-07,16,Taipei Zoo,471,481
2022-09-07,17,Taipei Main Station,6799,6140
2022-09-07,17,Zhongxiao Fuxing,4733,4088
2022-09-07,17,Ximen,4150,3778
2022-09-07,17,Banqiao,3721,3587
2022-09-07,17,Taipei City Hall,3482,3504
2022-09-07,17,Nanjing Fuxing,2949,2855
2022-09-07,17,Guting,2605,2483
2022-09-07,17,Dongmen,2482,2266
2022-09-07,17,Da'an,2252,2033
2022-09-07,17,Zhongshan,2140,1993
2022-09-07,17,Shilin,2027,1978
2022-09-07,17,Gongguan,1952,1866
2022-09-07,17,Yongning,1773,1613
2022-09-07,17,Nangang,1661,1808
2022-09-07,17,Songshan Airport,1660,1603
2022-09-07,17,Jiantan,1547,1467
2022-09-07,17,Xindian,1458,1369
2022-09-07,17,Muzha,1233,1185
2022-09-07,17,Beitou,1045,1024
2022-09-07,17,Tamsui,1224,1185
2022-09-07,17,Xiaobitan,552,468
2022-09-07,17,Yuanshan,968,868
2022-09-07,17,Zhishan,830,804
2022-09-07,17,Daqiaotou,809,810
2022-09-07,17,Wanlong,912,894
2022-09-07,17,Jingmei,954,900
2022-09-07,17,Qizhang,681,656
2022-09-07,17,Xindian District Office,820,730
2022-09-07,17,Nangang Exhibition Center,1298,1322
2022-09-07,17,Taipei Zoo,692,654
2022-09-07,18,Taipei Main Station,9336,8559
2022-09-07,18,Zhongxiao Fuxing,6266,5703
2022-09-07,18,Ximen,5541,5392
2022-09-07,18,Banqiao,5127,4913
2022-09-07,18,Taipei City Hall,4799,4692
2022-09-07,18,Nanjing Fuxing,4067,3833
2022-09-07,18,Guting,3648,3492
2022-09-07,18,Dongmen,3241,3072
2022-09-07,18,Da'an,2856,2639
2022-09-07,18,Zhongshan,2873,2739
2022-09-07,18,Shilin,2744,2718
2022-09-07,18,Gongguan,2642,2417
2022-09-07,18,Yongning,2407,2348
2022-09-07,18,Nangang,2434,2235
2022-09-07,18,Songshan Airport,2253,1947
2022-09-07,18,Jiantan,1982,1993
2022-09-07,18,Xindian,2048,1883
2022-09-07,18,Muzha,1614,1525
2022-09-07,18,Beitou,1464,1402
2022-09-07,18,Tamsui,1585,1640
2022-09-07,18,Xiaobitan,766,727
2022-09-07,18,Yuanshan,1302,1232
2022-09-07,18,Zhishan,1109,983
2022-09-07,18,Daqiaotou,1108,1068
2022-09-07,18,Wanlong,1204,1138
2022-09-07,18,Jingmei,1299,1187
2022-09-07,18,Qizhang,904,919
2022-09-07,18,Xindian District Office,1090,1063
2022-09-07,18,Nangang Exhibition Center,1832,1831
2022-09-07,18,Taipei Zoo,910,854
2022-09-07,19,Taipei Main Station,7239,6735
2022-09-07,19,Zhongxiao Fuxing,4845,4684
2022-09-07,19,Ximen,4336,3966
2022-09-07,19,Banqiao,3959,3925
2022-09-07,19,Taipei City Hall,3610,3511
2022-09-07,19,Nanjing Fuxing,3076,3034
2022-09-07,19,Guting,2914,2713
2022-09-07,19,Dongmen,2615,2437
2022-09-07,19,Da'an,2277,2247
2022-09-07,19,Zhongshan,2376,2180
2022-09-07,19,Shilin,2190,2123
2022-09-07,19,Gongguan,1990,1985
2022-09-07,19,Yongning,1840,1752
2022-09-07,19,Nangang,1871,1803
2022-09-07,19,Songshan Airport,1742,1584
2022-09-07,19,Jiantan,1573,1533
2022-09-07,19,Xindian,1640,1503
2022-09-07,19,Muzha,1343,1233
2022-09-07,19,Beitou,1186,1053
2022-09-07,19,Tamsui,1311,1266
2022-09-07,19,Xiaobitan,602,548
2022-09-07,19,Yuanshan,1049,1017
2022-09-07,19,Zhishan,882,847
2022-09-07,19,Daqiaotou,881,787
2022-09-07,19,Wanlong,1011,885
2022-09-07,19,Jingmei,974,924
2022-09-07,19,Qizhang,725,745
2022-09-07,19,Xindian District Office,867,825
2022-09-07,19,Nangang Exhibition Center,1457,1398
2022-09-07,19,Taipei Zoo,725,702
2022-09-07,20,Taipei Main Station,4734,4560
2022-09-07,20,Zhongxiao Fuxing,3179,2916
2022-09-07,20,Ximen,2889,2679
2022-09-07,20,Banqiao,2728,2510
2022-09-07,20,Taipei City Hall,2426,2431
2022-09-07,20,Nanjing Fuxing,2068,2033
2022-09-07,20,Guting,1854,1848
2022-09-07,20,Dongmen,1615,1673
2022-09-07,20,Da'an,1580,1432
2022-09-07,20,Zhongshan,1553,1531
2022-09-07,20,Shilin,1384,1254
2022-09-07,20,Gongguan,1381,1265
2022-09-07,20,Yongning,1276,1197
2022-09-07,20,Nangang,1294,1106
2022-09-07,20,Songshan Airport,1199,1107
2022-09-07,20,Jiantan,1059,1008
2022-09-07,20,Xindian,1025,988
2022-09-07,20,Muzha,836,770
2022-09-07,20,Beitou,727,717
2022-09-07,20,Tamsui,840,809
2022-09-07,20,Xiaobitan,372,346
2022-09-07,20,Yuanshan,655,684
2022-09-07,20,Zhishan,582,577
2022-09-07,20,Daqiaotou,586,569
2022-09-07,20,Wanlong,648,634
2022-09-07,20,Jingmei,662,666
2022-09-07,20,Qizhang,477,432
2022-09-07,20,Xindian District Office,587,575
2022-09-07,20,Nangang Exhibition Center,958,929
2022-09-07,20,Taipei Zoo,453,483
2022-09-07,21,Taipei Main Station,3112,3135
2022-09-07,21,Zhongxiao Fuxing,2210,2062
2022-09-07,21,Ximen,1930,1817
2022-09-07,21,Banqiao,1804,1591
2022-09-07,21,Taipei City Hall,1679,1476
2022-09-07,21,Nanjing Fuxing,1449,1383
2022-09-07,21,Guting,1306,1240
2022-09-07,21,Dongmen,1061,1060
2022-09-07,21,Da'an,1011,944
2022-09-07,21,Zhongshan,1020,900
2022-09-07,21,Shilin,995,871
2022-09-07,21,Gongguan,847,882
2022-09-07,21,Yongning,780,750
2022-09-07,21,Nangang,857,774
2022-09-07,21,Songshan Airport,759,730
2022-09-07,21,Jiantan,770,673
2022-09-07,21,Xindian,732,684
2022-09-07,21,Muzha,584,601
2022-09-07,21,Beitou,518,491
2022-09-07,21,Tamsui,593,553
2022-09-07,21,Xiaobitan,245,239
2022-09-07,21,Yuanshan,453,459
2022-09-07,21,Zhishan,388,366
2022-09-07,21,Daqiaotou,381,354
2022-09-07,21,Wanlong,424,408
2022-09-07,21,Jingmei,432,441
2022-09-07,21,Qizhang,344,295
2022-09-07,21,Xindian District Office,377,411
2022-09-07,21,Nangang Exhibition Center,614,637
2022-09-07,21,Taipei Zoo,300,331
2022-09-07,22,Taipei Main Station,2084,1706
2022-09-07,22,Zhongxiao Fuxing,1361,1217
2022-09-07,22,Ximen,1156,1150
2022-09-07,22,Banqiao,1221,1054
2022-09-07,22,Taipei City Hall,1033,924
2022-09-07,22,Nanjing Fuxing,909,748
2022-09-07,22,Guting,836,764
2022-09-07,22,Dongmen,757,681
2022-09-07,22,Da'an,686,616
2022-09-07,22,Zhongshan,616,613
2022-09-07,22,Shilin,610,562
2022-09-07,22,Gongguan,575,530
2022-09-07,22,Yongning,510,497
2022-09-07,22,Nangang,568,469
2022-09-07,22,Songshan Airport,531,453
2022-09-07,22,Jiantan,447,439
2022-09-07,22,Xindian,463,393
2022-09-07,22,Muzha,363,334
2022-09-07,22,Beitou,332,326
2022-09-07,22,Tamsui,365,314
2022-09-07,22,Xiaobitan,170,147
2022-09-07,22,Yuanshan,278,227
2022-09-07,22,Zhishan,230,205
2022-09-07,22,Daqiaotou,206,209
2022-09-07,22,Wanlong,280,237
2022-09-07,22,Jingmei,295,293
2022-09-07,22,Qizhang,188,193
2022-09-07,22,Xindian District Office,232,224
2022-09-07,22,Nangang Exhibition Center,407,387
2022-09-07,22,Taipei Zoo,203,180
2022-09-07,23,Taipei Main Station,773,762
2022-09-07,23,Zhongxiao Fuxing,554,510
2022-09-07,23,Ximen,476,450
2022-09-07,23,Banqiao,442,414
2022-09-07,23,Taipei City Hall,394,369
2022-09-07,23,Nanjing Fuxing,331,323
2022-09-07,23,Guting,326,324
2022-09-07,23,Dongmen,294,294
2022-09-07,23,Da'an,255,215
2022-09-07,23,Zhongshan,278,230
2022-09-07,23,Shilin,254,212
2022-09-07,23,Gongguan,234,218
2022-09-07,23,Yongning,225,194
2022-09-07,23,Nangang,216,188
2022-09-07,23,Songshan Airport,203,178
2022-09-07,23,Jiantan,158,162
2022-09-07,23,Xindian,178,169
2022-09-07,23,Muzha,137,115
2022-09-07,23,Beitou,135,131
2022-09-07,23,Tamsui,164,139
2022-09-07,23,Xiaobitan,75,61
2022-09-07,23,Yuanshan,108,111
2022-09-07,23,Zhishan,97,117
2022-09-07,23,Daqiaotou,98,80
2022-09-07,23,Wanlong,115,121
2022-09-07,23,Jingmei,126,117
2022-09-07,23,Qizhang,88,69
2022-09-07,23,Xindian District Office,95,90
2022-09-07,23,Nangang Exhibition Center,156,174
2022-09-07,23,Taipei Zoo,66,78
2022-09-08,0,Taipei Main Station,210,192
2022-09-08,0,Zhongxiao Fuxing,156,129
2022-09-08,0,Ximen,109,107
2022-09-08,0,Banqiao,102,106
2022-09-08,0,Taipei City Hall,111,97
2022-09-08,0,Nanjing Fuxing,88,100
2022-09-08,0,Guting,74,78
2022-09-08,0,Dongmen,68,67
2022-09-08,0,Da'an,63,64
2022-09-08,0,Zhongshan,63,59
2022-09-08,0,Shilin,53,65
2022-09-08,0,Gongguan,52,55
2022-09-08,0,Yongning,38,60
2022-09-08,0,Nangang,41,40
2022-09-08,0,Songshan Airport,50,42
2022-09-08,0,Jiantan,45,48
2022-09-08,0,Xindian,40,46
2022-09-08,0,Muzha,42,31
2022-09-08,0,Beitou,38,30
2022-09-08,0,Tamsui,29,41
2022-09-08,0,Xiaobitan,14,22
2022-09-08,0,Yuanshan,25,23
2022-09-08,0,Zhishan,17,28
2022-09-08,0,Daqiaotou,19,16
2022-09-08,0,Wanlong,25,25
2022-09-08,0,Jingmei,25,27
2022-09-08,0,Qizhang,17,20
2022-09-08,0,Xindian District Office,23,19
2022-09-08,0,Nangang Exhibition Center,48,37
2022-09-08,0,Taipei Zoo,22,16
2022-09-08,1,Taipei Main Station,106,105
2022-09-08,1,Zhongxiao Fuxing,66,60
2022-09-08,1,Ximen,58,49
2022-09-08,1,Banqiao,48,64
2022-09-08,1,Taipei City Hall,54,49
2022-09-08,1,Nanjing Fuxing,43,42
2022-09-08,1,Guting,39,34
2022-09-08,1,Dongmen,32,34
2022-09-08,1,Da'an,35,29
2022-09-08,1,Zhongshan,43,35
2022-09-08,1,Shilin,28,17
2022-09-08,1,Gongguan,28,28
2022-09-08,1,Yongning,25,20
2022-09-08,1,Nangang,30,20
2022-09-08,1,Songshan Airport,27,16
2022-09-08,1,Jiantan,18,27
2022-09-08,1,Xindian,16,24
2022-09-08,1,Muzha,15,15
2022-09-08,1,Beitou,15,12
2022-09-08,1,Tamsui,13,17
2022-09-08,1,Xiaobitan,7,9
2022-09-08,1,Yuanshan,16,14
2022-09-08,1,Zhishan,12,6
2022-09-08,1,Daqiaotou,12,11
2022-09-08,1,Wanlong,9,14
2022-09-08,1,Jingmei,13,15
2022-09-08,1,Qizhang,10,2
2022-09-08,1,Xindian District Office,12,12
2022-09-08,1,Nangang Exhibition Center,22,23
2022-09-08,1,Taipei Zoo,9,10
2022-09-08,2,Taipei Main Station,30,30
2022-09-08,2,Zhongxiao Fuxing,24,33
2022-09-08,2,Ximen,20,26
2022-09-08,2,Banqiao,16,14
2022-09-08,2,Taipei City Hall,14,30
2022-09-08,2,Nanjing Fuxing,23,16
2022-09-08,2,Guting,17,18
2022-09-08,2,Dongmen,18,13
2022-09-08,2,Da'an,9,13
2022-09-08,2,Zhongshan,13,12
2022-09-08,2,Shilin,15,10
2022-09-08,2,Gongguan,9,12
2022-09-08,2,Yongning,15,6
2022-09-08,2,Nangang,7,13
2022-09-08,2,Songshan Airport,7,8
2022-09-08,2,Jiantan,12,7
2022-09-08,2,Xindian,11,5
2022-09-08,2,Muzha,2,9
2022-09-08,2,Beitou,9,7
2022-09-08,2,Tamsui,12,6
2022-09-08,2,Xiaobitan,5,3
2022-09-08,2,Yuanshan,7,6
2022-09-08,2,Zhishan,3,4
2022-09-08,2,Daqiaotou,4,6
2022-09-08,2,Wanlong,6,4
2022-09-08,2,Jingmei,7,8
2022-09-08,2,Qizhang,1,4
2022-09-08,2,Xindian District Office,4,7
2022-09-08,2,Nangang Exhibition Center,12,7
2022-09-08,2,Taipei Zoo,4,4
2022-09-08,3,Taipei Main Station,37,45
2022-09-08,3,Zhongxiao Fuxing,23,25
2022-09-08,3,Ximen,17,16
2022-09-08,3,Banqiao,31,26
2022-09-08,3,Taipei City Hall,21,18
2022-09-08,3,Nanjing Fuxing,23,17
2022-09-08,3,Guting,8,13
2022-09-08,3,Dongmen,11,15
2022-09-08,3,Da'an,12,13
2022-09-08,3,Zhongshan,16,8
2022-09-08,3,Shilin,9,21
2022-09-08,3,Gongguan,11,11
2022-09-08,3,Yongning,10,7
2022-09-08,3,Nangang,7,9
2022-09-08,3,Songshan Airport,14,12
2022-09-08,3,Jiantan,9,11
2022-09-08,3,Xindian,7,6
2022-09-08,3,Muzha,6,2
2022-09-08,3,Beitou,4,9
2022-09-08,3,Tamsui,11,9
2022-09-08,3,Xiaobitan,8,3
2022-09-08,3,Yuanshan,8,3
2022-09-08,3,Zhishan,4,3
2022-09-08,3,Daqiaotou,4,6
2022-09-08,3,Wanlong,5,6
2022-09-08,3,Jingmei,6,3
2022-09-08,3,Qizhang,3,2
2022-09-08,3,Xindian District Office,8,2
2022-09-08,3,Nangang Exhibition Center,9,9
2022-09-08,3,Taipei Zoo,5,3
2022-09-08,4,Taipei Main Station,89,93
2022-09-08,4,Zhongxiao Fuxing,84,55
2022-09-08,4,Ximen,55,53
2022-09-08,4,Banqiao,52,52
2022-09-08,4,Taipei City Hall,48,39
2022-09-08,4,Nanjing Fuxing,55,48
2022-09-08,4,Guting,48,45
2022-09-08,4,Dongmen,36,29
2022-09-08,4,Da'an,26,28
2022-09-08,4,Zhongshan,37,33
2022-09-08,4,Shilin,30,32
2022-09-08,4,Gongguan,21,26
2022-09-08,4,Yongning,23,26
2022-09-08,4,Nangang,26,21
2022-09-08,4,Songshan Airport,19,34
2022-09-08,4,Jiantan,21,22
2022-09-08,4,Xindian,16,21
2022-09-08,4,Muzha,17,17
2022-09-08,4,Beitou,22,19
2022-09-08,4,Tamsui,9,20
2022-09-08,4,Xiaobitan,9,2
2022-09-08,4,Yuanshan,20,14
2022-09-08,4,Zhishan,9,5
2022-09-08,4,Daqiaotou,13,16
2022-09-08,4,Wanlong,16,12
2022-09-08,4,Jingmei,12,10
2022-09-08,4,Qizhang,5,11
2022-09-08,4,Xindian District Office,7,12
2022-09-08,4,Nangang Exhibition Center,9,17
2022-09-08,4,Taipei Zoo,10,6
2022-09-08,5,Taipei Main Station,582,583
2022-09-08,5,Zhongxiao Fuxing,419,413
2022-09-08,5,Ximen,405,350
2022-09-08,5,Banqiao,318,307
2022-09-08,5,Taipei City Hall,319,273
2022-09-08,5,Nanjing Fuxing,259,228
2022-09-08,5,Guting,252,194
2022-09-08,5,Dongmen,213,220
2022-09-08,5,Da'an,206,178
2022-09-08,5,Zhongshan,184,209
2022-09-08,5,Shilin,166,180
2022-09-08,5,Gongguan,173,172
2022-09-08,5,Yongning,160,147
2022-09-08,5,Nangang,131,137
2022-09-08,5,Songshan Airport,150,119
2022-09-08,5,Jiantan,135,130
2022-09-08,5,Xindian,129,135
2022-09-08,5,Muzha,102,102
2022-09-08,5,Beitou,95,102
2022-09-08,5,Tamsui,101,107
2022-09-08,5,Xiaobitan,45,49
2022-09-08,5,Yuanshan,104,74
2022-09-08,5,Zhishan,77,64
2022-09-08,5,Daqiaotou,73,60
2022-09-08,5,Wanlong,83,81
2022-09-08,5,Jingmei,80,76
2022-09-08,5,Qizhang,60,55
2022-09-08,5,Xindian District Office,89,60
2022-09-08,5,Nangang Exhibition Center,122,92
2022-09-08,5,Taipei Zoo,63,60
2022-09-08,6,Taipei Main Station,2380,2265
2022-09-08,6,Zhongxiao Fuxing,1687,1661
2022-09-08,6,Ximen,1440,1336
2022-09-08,6,Banqiao,1325,1300
2022-09-08,6,Taipei City Hall,1206,1220
2022-09-08,6,Nanjing Fuxing,1005,1008
2022-09-08,6,Guting,1013,930
2022-09-08,6,Dongmen,905,844
2022-09-08,6,Da'an,793,710
2022-09-08,6,Zhongshan,774,727
2022-09-08,6,Shilin,743,652
2022-09-08,6,Gongguan,634,636
2022-09-08,6,Yongning,634,603
2022-09-08,6,Nangang,624,578
2022-09-08,6,Songshan Airport,559,558
2022-09-08,6,Jiantan,487,458
2022-09-08,6,Xindian,503,524
2022-09-08,6,Muzha,400,448
2022-09-08,6,Beitou,385,348
2022-09-08,6,Tamsui,415,380
2022-09-08,6,Xiaobitan,195,174
2022-09-08,6,Yuanshan,322,304
2022-09-08,6,Zhishan,285,270
2022-09-08,6,Daqiaotou,284,278
2022-09-08,6,Wanlong,308,351
2022-09-08,6,Jingmei,348,348
2022-09-08,6,Qizhang,269,234
2022-09-08,6,Xindian District Office,261,289
2022-09-08,6,Nangang Exhibition Center,532,471
2022-09-08,6,Taipei Zoo,249,236
2022-09-08,7,Taipei Main Station,6338,5919
2022-09-08,7,Zhongxiao Fuxing,4295,4019
2022-09-08,7,Ximen,3889,3311
2022-09-08,7,Banqiao,3603,3494
2022-09-08,7,Taipei City Hall,3291,3237
2022-09-08,7,Nanjing Fuxing,2807,2652
2022-09-08,7,Guting,2526,2345
2022-09-08,7,Dongmen,2322,2220
2022-09-08,7,Da'an,2040,1873
2022-09-08,7,Zhongshan,2066,1975
2022-09-08,7,Shilin,1922,1732
2022-09-08,7,Gongguan,1823,1723
2022-09-08,7,Yongning,1653,1483
2022-09-08,7,Nangang,1712,1510
2022-09-08,7,Songshan Airport,1564,1458
2022-09-08,7,Jiantan,1358,1328
2022-09-08,7,Xindian,1434,1457
2022-09-08,7,Muzha,1148,1072
2022-09-08,7,Beitou,1053,957
2022-09-08,7,Tamsui,1069,1153
2022-09-08,7,Xiaobitan,515,490
2022-09-08,7,Yuanshan,891,873
2022-09-08,7,Zhishan,765,691
2022-09-08,7,Daqiaotou,748,729
2022-09-08,7,Wanlong,883,815
2022-09-08,7,Jingmei,907,842
2022-09-08,7,Qizhang,592,591
2022-09-08,7,Xindian District Office,745,687
2022-09-08,7,Nangang Exhibition Center,1199,1234
2022-09-08,7,Taipei Zoo,645,596
2022-09-08,8,Taipei Main Station,9651,8678
2022-09-08,8,Zhongxiao Fuxing,6494,6116
2022-09-08,8,Ximen,5742,5628
2022-09-08,8,Banqiao,5235,4937
2022-09-08,8,Taipei City Hall,5009,4427
2022-09-08,8,Nanjing Fuxing,4097,3876
2022-09-08,8,Guting,3728,3595
2022-09-08,8,Dongmen,3307,3116
2022-09-08,8,Da'an,3065,2816
2022-09-08,8,Zhongshan,3098,2894
2022-09-08,8,Shilin,2819,2908
2022-09-08,8,Gongguan,2661,2510
2022-09-08,8,Yongning,2485,2251
2022-09-08,8,Nangang,2505,2420
2022-09-08,8,Songshan Airport,2344,2172
2022-09-08,8,Jiantan,2131,2055
2022-09-08,8,Xindian,2053,1997
2022-09-08,8,Muzha,1688,1585
2022-09-08,8,Beitou,1484,1382
2022-09-08,8,Tamsui,1784,1676
2022-09-08,8,Xiaobitan,756,701
2022-09-08,8,Yuanshan,1411,1278
2022-09-08,8,Zhishan,1169,1119
2022-09-08,8,Daqiaotou,1182,1079
2022-09-08,8,Wanlong,1307,1215
2022-09-08,8,Jingmei,1369,1228
2022-09-08,8,Qizhang,941,954
2022-09-08,8,Xindian District Office,1174,1080
2022-09-08,8,Nangang Exhibition Center,1880,1785
2022-09-08,8,Taipei Zoo,896,907
2022-09-08,9,Taipei Main Station,6084,5896
2022-09-08,9,Zhongxiao Fuxing,3996,3867
2022-09-08,9,Ximen,3503,3417
2022-09-08,9,Banqiao,3228,3209
2022-09-08,9,Taipei City Hall,3173,3066
2022-09-08,9,Nanjing Fuxing,2697,2334
2022-09-08,9,Guting,2389,2281
2022-09-08,9,Dongmen,2126,2001
2022-09-08,9,Da'an,1943,1876
2022-09-08,9,Zhongshan,1899,1881
2022-09-08,9,Shilin,1775,1682
2022-09-08,9,Gongguan,1631,1507
2022-09-08,9,Yongning,1565,1478
2022-09-08,9,Nangang,1563,1365
2022-09-08,9,Songshan Airport,1452,1370
2022-09-08,9,Jiantan,1284,1321
2022-09-08,9,Xindian,1382,1270
2022-09-08,9,Muzha,1060,1111
2022-09-08,9,Beitou,945,880
2022-09-08,9,Tamsui,1101,1021
2022-09-08,9,Xiaobitan,458,443
2022-09-08,9,Yuanshan,844,811
2022-09-08,9,Zhishan,745,681
2022-09-08,9,Daqiaotou,701,671
2022-09-08,9,Wanlong,849,784
2022-09-08,9,Jingmei,826,754
2022-09-08,9,Qizhang,598,559
2022-09-08,9,Xindian District Office,748,696
2022-09-08,9,Nangang Exhibition Center,1223,1124
2022-09-08,9,Taipei Zoo,624,553
2022-09-08,10,Taipei Main Station,3967,4074
2022-09-08,10,Zhongxiao Fuxing,2751,2667
2022-09-08,10,Ximen,2390,2267
2022-09-08,10,Banqiao,2219,2264
2022-09-08,10,Taipei City Hall,2032,1933
2022-09-08,10,Nanjing Fuxing,1749,1637
2022-09-08,10,Guting,1605,1518
2022-09-08,10,Dongmen,1437,1361
2022-09-08,10,Da'an,1246,1139
2022-09-08,10,Zhongshan,1304,1131
2022-09-08,10,Shilin,1248,1113
2022-09-08,10,Gongguan,1155,1145
2022-09-08,10,Yongning,1020,1020
2022-09-08,10,Nangang,1021,946
2022-09-08,10,Songshan Airport,945,929
2022-09-08,10,Jiantan,837,874
2022-09-08,10,Xindian,862,812
2022-09-08,10,Muzha,679,649
2022-09-08,10,Beitou,622,647
2022-09-08,10,Tamsui,723,621
2022-09-08,10,Xiaobitan,307,361
2022-09-08,10,Yuanshan,571,558
2022-09-08,10,Zhishan,474,448
2022-09-08,10,Daqiaotou,489,449
2022-09-08,10,Wanlong,559,480
2022-09-08,10,Jingmei,563,527
2022-09-08,10,Qizhang,398,374
2022-09-08,10,Xindian District Office,474,399
2022-09-08,10,Nangang Exhibition Center,797,758
2022-09-08,10,Taipei Zoo,386,372
2022-09-08,11,Taipei Main Station,3720,3624
2022-09-08,11,Zhongxiao Fuxing,2614,2349
2022-09-08,11,Ximen,2248,2214
2022-09-08,11,Banqiao,2141,1981
2022-09-08,11,Taipei City Hall,2003,1869
2022-09-08,11,Nanjing Fuxing,1690,1612
2022-09-08,11,Guting,1538,1491
2022-09-08,11,Dongmen,1327,1407
2022-09-08,11,Da'an,1236,1110
2022-09-08,11,Zhongshan,1237,1145
2022-09-08,11,Shilin,1120,1099
2022-09-08,11,Gongguan,994,1015
2022-09-08,11,Yongning,972,926
2022-09-08,11,Nangang,952,852
2022-09-08,11,Songshan Airport,885,879
2022-09-08,11,Jiantan,826,771
2022-09-08,11,Xindian,800,823
2022-09-08,11,Muzha,699,615
2022-09-08,11,Beitou,603,548
2022-09-08,11,Tamsui,643,627
2022-09-08,11,Xiaobitan,311,316
2022-09-08,11,Yuanshan,573,522
2022-09-08,11,Zhishan,414,452
2022-09-08,11,Daqiaotou,437,375
2022-09-08,11,Wanlong,538,593
2022-09-08,11,Jingmei,534,500
2022-09-08,11,Qizhang,378,341
2022-09-08,11,Xindian District Office,443,420
2022-09-08,11,Nangang Exhibition Center,731,667
2022-09-08,11,Taipei Zoo,379,364
2022-09-08,12,Taipei Main Station,4158,3903
2022-09-08,12,Zhongxiao Fuxing,2902,2474
2022-09-08,12,Ximen,2467,2314
2022-09-08,12,Banqiao,2360,2195
2022-09-08,12,Taipei City Hall,2213,2165
2022-09-08,12,Nanjing Fuxing,1791,1632
2022-09-08,12,Guting,1735,1587
2022-09-08,12,Dongmen,1444,1374
2022-09-08,12,Da'an,1398,1281
2022-09-08,12,Zhongshan,1428,1301
2022-09-08,12,Shilin,1256,1241
2022-09-08,12,Gongguan,1104,1053
2022-09-08,12,Yongning,1169,1017
2022-09-08,12,Nangang,1112,961
2022-09-08,12,Songshan Airport,978,929
2022-09-08,12,Jiantan,919,882
2022-09-08,12,Xindian,910,865
2022-09-08,12,Muzha,788,713
2022-09-08,12,Beitou,670,644
2022-09-08,12,Tamsui,709,705
2022-09-08,12,Xiaobitan,326,333
2022-09-08,12,Yuanshan,602,552
2022-09-08,12,Zhishan,505,467
2022-09-08,12,Daqiaotou,495,499
2022-09-08,12,Wanlong,579,530
2022-09-08,12,Jingmei,620,562
2022-09-08,12,Qizhang,447,413
2022-09-08,12,Xindian District Office,466,504
